manudur,atvinnugrein,fjoldi,heildarfjoldi,hlutur
2004-08,Gistiþjónusta,70,4600,0.015217
2004-08,Veitingaþjónusta,187,4600,0.040652
2004-08,Ferðaþjónusta ýmis,59,4600,0.012826
2004-08,Upplýsingar og fjarskipti,155,4600,0.033696
2004-08,Fjármála- og vátryggingastarfsemi,101,4600,0.021957
2004-08,Fasteignaviðskipti,25,4600,0.005435
2004-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",95,4600,0.020652
2004-08,Ýmis þjónustustarfsemi,226,4600,0.049130
2004-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",945,4600,0.205435
2004-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",252,4600,0.054783
2004-08,Annað,263,4600,0.057174
2004-09,Landbúnaður og skógrækt,25,4259,0.005870
2004-09,"Fiskveiðar, -eldi og -vinnsla",396,4259,0.092980
2004-09,Iðnaður,454,4259,0.106598
2004-09,Sorp og veitur,25,4259,0.005870
2004-09,Byggingastarfsemi og mannvirkjagerð,217,4259,0.050951
2004-09,Verslun og vöruflutningar,922,4259,0.216483
2004-09,Farþegaflutningar með flugi,23,4259,0.005400
2004-09,Gistiþjónusta,82,4259,0.019253
2004-09,Veitingaþjónusta,190,4259,0.044611
2004-09,Ferðaþjónusta ýmis,74,4259,0.017375
2004-09,Upplýsingar og fjarskipti,147,4259,0.034515
2004-09,Fjármála- og vátryggingastarfsemi,99,4259,0.023245
2004-09,Fasteignaviðskipti,23,4259,0.005400
2004-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",83,4259,0.019488
2004-09,Ýmis þjónustustarfsemi,202,4259,0.047429
2004-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",839,4259,0.196995
2004-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",220,4259,0.051655
2004-09,Annað,238,4259,0.055882
2004-10,Landbúnaður og skógrækt,29,4292,0.006757
2004-10,"Fiskveiðar, -eldi og -vinnsla",381,4292,0.088770
2004-10,Iðnaður,447,4292,0.104147
2004-10,Sorp og veitur,25,4292,0.005825
2004-10,Byggingastarfsemi og mannvirkjagerð,255,4292,0.059413
2004-10,Verslun og vöruflutningar,921,4292,0.214585
2004-10,Farþegaflutningar með flugi,29,4292,0.006757
2004-10,Gistiþjónusta,88,4292,0.020503
2004-10,Veitingaþjónusta,176,4292,0.041007
2004-10,Ferðaþjónusta ýmis,80,4292,0.018639
2004-10,Upplýsingar og fjarskipti,146,4292,0.034017
2004-10,Fjármála- og vátryggingastarfsemi,104,4292,0.024231
2004-10,Fasteignaviðskipti,22,4292,0.005126
2004-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",76,4292,0.017707
2004-10,Ýmis þjónustustarfsemi,206,4292,0.047996
2004-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",836,4292,0.194781
2004-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",232,4292,0.054054
2004-10,Annað,239,4292,0.055685
2004-11,Landbúnaður og skógrækt,31,4352,0.007123
2004-11,"Fiskveiðar, -eldi og -vinnsla",372,4352,0.085478
2004-11,Iðnaður,486,4352,0.111673
2004-11,Sorp og veitur,29,4352,0.006664
2004-11,Byggingastarfsemi og mannvirkjagerð,264,4352,0.060662
2004-11,Verslun og vöruflutningar,917,4352,0.210708
2004-11,Farþegaflutningar með flugi,25,4352,0.005744
2004-11,Gistiþjónusta,98,4352,0.022518
2004-11,Veitingaþjónusta,185,4352,0.042509
2004-11,Ferðaþjónusta ýmis,113,4352,0.025965
2004-11,Upplýsingar og fjarskipti,146,4352,0.033548
2004-11,Fjármála- og vátryggingastarfsemi,102,4352,0.023438
2004-11,Fasteignaviðskipti,25,4352,0.005744
2004-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",67,4352,0.015395
2004-11,Ýmis þjónustustarfsemi,194,4352,0.044577
2004-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",820,4352,0.188419
2004-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",239,4352,0.054917
2004-11,Annað,239,4352,0.054917
2004-12,Landbúnaður og skógrækt,37,4661,0.007938
2004-12,"Fiskveiðar, -eldi og -vinnsla",525,4661,0.112637
2004-12,Iðnaður,524,4661,0.112422
2004-12,Sorp og veitur,32,4661,0.006865
2004-12,Byggingastarfsemi og mannvirkjagerð,303,4661,0.065008
2004-12,Verslun og vöruflutningar,944,4661,0.202532
2004-12,Farþegaflutningar með flugi,29,4661,0.006222
2004-12,Gistiþjónusta,103,4661,0.022098
2004-12,Veitingaþjónusta,193,4661,0.041407
2004-12,Ferðaþjónusta ýmis,115,4661,0.024673
2004-12,Upplýsingar og fjarskipti,143,4661,0.030680
2004-12,Fjármála- og vátryggingastarfsemi,106,4661,0.022742
2004-12,Fasteignaviðskipti,26,4661,0.005578
2004-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",66,4661,0.014160
2004-12,Ýmis þjónustustarfsemi,213,4661,0.045698
2004-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",841,4661,0.180433
2004-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",227,4661,0.048702
2004-12,Annað,234,4661,0.050204
2005-01,Landbúnaður og skógrækt,41,4760,0.008613
2005-01,"Fiskveiðar, -eldi og -vinnsla",493,4760,0.103571
2005-01,Iðnaður,537,4760,0.112815
2005-01,Sorp og veitur,41,4760,0.008613
2005-01,Byggingastarfsemi og mannvirkjagerð,333,4760,0.069958
2005-01,Verslun og vöruflutningar,983,4760,0.206513
2005-01,Farþegaflutningar með flugi,39,4760,0.008193
2005-01,Gistiþjónusta,105,4760,0.022059
2005-01,Veitingaþjónusta,177,4760,0.037185
2005-01,Ferðaþjónusta ýmis,113,4760,0.023739
2005-01,Upplýsingar og fjarskipti,149,4760,0.031303
2005-01,Fjármála- og vátryggingastarfsemi,101,4760,0.021218
2005-01,Fasteignaviðskipti,21,4760,0.004412
2005-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",68,4760,0.014286
2005-01,Ýmis þjónustustarfsemi,212,4760,0.044538
2005-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",848,4760,0.178151
2005-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",247,4760,0.051891
2005-01,Annað,252,4760,0.052941
2005-02,Landbúnaður og skógrækt,33,4484,0.007360
2005-02,"Fiskveiðar, -eldi og -vinnsla",395,4484,0.088091
2005-02,Iðnaður,493,4484,0.109946
2005-02,Sorp og veitur,40,4484,0.008921
2005-02,Byggingastarfsemi og mannvirkjagerð,314,4484,0.070027
2005-02,Verslun og vöruflutningar,965,4484,0.215210
2005-02,Farþegaflutningar með flugi,36,4484,0.008029
2005-02,Gistiþjónusta,96,4484,0.021409
2005-02,Veitingaþjónusta,178,4484,0.039697
2005-02,Ferðaþjónusta ýmis,106,4484,0.023640
2005-02,Upplýsingar og fjarskipti,144,4484,0.032114
2005-02,Fjármála- og vátryggingastarfsemi,97,4484,0.021632
2005-02,Fasteignaviðskipti,21,4484,0.004683
2005-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",66,4484,0.014719
2005-02,Ýmis þjónustustarfsemi,216,4484,0.048171
2005-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",814,4484,0.181534
2005-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",232,4484,0.051740
2005-02,Annað,238,4484,0.053078
2005-03,Landbúnaður og skógrækt,28,4069,0.006881
2005-03,"Fiskveiðar, -eldi og -vinnsla",388,4069,0.095355
2005-03,Iðnaður,441,4069,0.108380
2005-03,Sorp og veitur,29,4069,0.007127
2005-03,Byggingastarfsemi og mannvirkjagerð,264,4069,0.064881
2005-03,Verslun og vöruflutningar,888,4069,0.218235
2005-03,Farþegaflutningar með flugi,25,4069,0.006144
2005-03,Gistiþjónusta,84,4069,0.020644
2005-03,Veitingaþjónusta,170,4069,0.041779
2005-03,Ferðaþjónusta ýmis,99,4069,0.024330
2005-03,Upplýsingar og fjarskipti,127,4069,0.031212
2005-03,Fjármála- og vátryggingastarfsemi,87,4069,0.021381
2005-03,Fasteignaviðskipti,22,4069,0.005407
2005-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",69,4069,0.016957
2005-03,Ýmis þjónustustarfsemi,197,4069,0.048415
2005-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",718,4069,0.176456
2005-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",212,4069,0.052101
2005-03,Annað,221,4069,0.054313
2005-04,Landbúnaður og skógrækt,30,3748,0.008004
2005-04,"Fiskveiðar, -eldi og -vinnsla",357,3748,0.095251
2005-04,Iðnaður,389,3748,0.103789
2005-04,Sorp og veitur,21,3748,0.005603
2005-04,Byggingastarfsemi og mannvirkjagerð,223,3748,0.059498
2005-04,Verslun og vöruflutningar,834,3748,0.222519
2005-04,Farþegaflutningar með flugi,24,3748,0.006403
2005-04,Gistiþjónusta,72,3748,0.019210
2005-04,Veitingaþjónusta,162,3748,0.043223
2005-04,Ferðaþjónusta ýmis,86,3748,0.022946
2005-04,Upplýsingar og fjarskipti,113,3748,0.030149
2005-04,Fjármála- og vátryggingastarfsemi,83,3748,0.022145
2005-04,Fasteignaviðskipti,20,3748,0.005336
2005-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",72,3748,0.019210
2005-04,Ýmis þjónustustarfsemi,183,3748,0.048826
2005-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",667,3748,0.177962
2005-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",202,3748,0.053895
2005-04,Annað,210,3748,0.056030
2005-05,Landbúnaður og skógrækt,20,3628,0.005513
2005-05,"Fiskveiðar, -eldi og -vinnsla",345,3628,0.095094
2005-05,Iðnaður,364,3628,0.100331
2005-05,Sorp og veitur,18,3628,0.004961
2005-05,Byggingastarfsemi og mannvirkjagerð,185,3628,0.050992
2005-05,Verslun og vöruflutningar,787,3628,0.216924
2005-05,Farþegaflutningar með flugi,19,3628,0.005237
2005-05,Gistiþjónusta,69,3628,0.019019
2005-05,Veitingaþjónusta,160,3628,0.044101
2005-05,Ferðaþjónusta ýmis,63,3628,0.017365
2005-05,Upplýsingar og fjarskipti,108,3628,0.029768
2005-05,Fjármála- og vátryggingastarfsemi,76,3628,0.020948
2005-05,Fasteignaviðskipti,18,3628,0.004961
2005-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",73,3628,0.020121
2005-05,Ýmis þjónustustarfsemi,172,3628,0.047409
2005-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",695,3628,0.191566
2005-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",205,3628,0.056505
2005-05,Annað,251,3628,0.069184
2005-06,Landbúnaður og skógrækt,24,3437,0.006983
2005-06,"Fiskveiðar, -eldi og -vinnsla",345,3437,0.100378
2005-06,Iðnaður,352,3437,0.102415
2005-06,Sorp og veitur,16,3437,0.004655
2005-06,Byggingastarfsemi og mannvirkjagerð,154,3437,0.044807
2005-06,Verslun og vöruflutningar,721,3437,0.209776
2005-06,Farþegaflutningar með flugi,16,3437,0.004655
2005-06,Gistiþjónusta,58,3437,0.016875
2005-06,Veitingaþjónusta,146,3437,0.042479
2005-06,Ferðaþjónusta ýmis,44,3437,0.012802
2005-06,Upplýsingar og fjarskipti,110,3437,0.032005
2005-06,Fjármála- og vátryggingastarfsemi,64,3437,0.018621
2005-06,Fasteignaviðskipti,14,3437,0.004073
2005-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",66,3437,0.019203
2005-06,Ýmis þjónustustarfsemi,177,3437,0.051498
2005-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",700,3437,0.203666
2005-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",200,3437,0.058190
2005-06,Annað,230,3437,0.066919
2005-07,Landbúnaður og skógrækt,25,3422,0.007306
2005-07,"Fiskveiðar, -eldi og -vinnsla",386,3422,0.112800
2005-07,Iðnaður,343,3422,0.100234
2005-07,Sorp og veitur,19,3422,0.005552
2005-07,Byggingastarfsemi og mannvirkjagerð,150,3422,0.043834
2005-07,Verslun og vöruflutningar,696,3422,0.203390
2005-07,Farþegaflutningar með flugi,14,3422,0.004091
2005-07,Gistiþjónusta,56,3422,0.016365
2005-07,Veitingaþjónusta,145,3422,0.042373
2005-07,Ferðaþjónusta ýmis,45,3422,0.013150
2005-07,Upplýsingar og fjarskipti,103,3422,0.030099
2005-07,Fjármála- og vátryggingastarfsemi,67,3422,0.019579
2005-07,Fasteignaviðskipti,15,3422,0.004383
2005-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",66,3422,0.019287
2005-07,Ýmis þjónustustarfsemi,188,3422,0.054939
2005-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",706,3422,0.206312
2005-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",189,3422,0.055231
2005-07,Annað,209,3422,0.061075
2005-08,Landbúnaður og skógrækt,19,2759,0.006887
2005-08,"Fiskveiðar, -eldi og -vinnsla",309,2759,0.111997
2005-08,Iðnaður,273,2759,0.098949
2005-08,Sorp og veitur,21,2759,0.007611
2005-08,Byggingastarfsemi og mannvirkjagerð,131,2759,0.047481
2005-08,Verslun og vöruflutningar,577,2759,0.209134
2005-08,Farþegaflutningar með flugi,14,2759,0.005074
2005-08,Gistiþjónusta,51,2759,0.018485
2005-08,Veitingaþjónusta,109,2759,0.039507
2005-08,Ferðaþjónusta ýmis,43,2759,0.015585
2005-08,Upplýsingar og fjarskipti,97,2759,0.035158
2005-08,Fjármála- og vátryggingastarfsemi,54,2759,0.019572
2005-08,Fasteignaviðskipti,16,2759,0.005799
2005-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",51,2759,0.018485
2005-08,Ýmis þjónustustarfsemi,159,2759,0.057630
2005-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",499,2759,0.180863
2005-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",144,2759,0.052193
2005-08,Annað,192,2759,0.069590
2005-09,Landbúnaður og skógrækt,15,2450,0.006122
2005-09,"Fiskveiðar, -eldi og -vinnsla",300,2450,0.122449
2005-09,Iðnaður,242,2450,0.098776
2005-09,Sorp og veitur,20,2450,0.008163
2005-09,Byggingastarfsemi og mannvirkjagerð,131,2450,0.053469
2005-09,Verslun og vöruflutningar,489,2450,0.199592
2005-09,Farþegaflutningar með flugi,13,2450,0.005306
2005-09,Gistiþjónusta,58,2450,0.023673
2005-09,Veitingaþjónusta,94,2450,0.038367
2005-09,Ferðaþjónusta ýmis,45,2450,0.018367
2005-09,Upplýsingar og fjarskipti,85,2450,0.034694
2005-09,Fjármála- og vátryggingastarfsemi,44,2450,0.017959
2005-09,Fasteignaviðskipti,16,2450,0.006531
2005-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52,2450,0.021224
2005-09,Ýmis þjónustustarfsemi,131,2450,0.053469
2005-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",423,2450,0.172653
2005-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",129,2450,0.052653
2005-09,Annað,163,2450,0.066531
2005-10,Landbúnaður og skógrækt,22,2446,0.008994
2005-10,"Fiskveiðar, -eldi og -vinnsla",280,2446,0.114473
2005-10,Iðnaður,282,2446,0.115290
2005-10,Sorp og veitur,16,2446,0.006541
2005-10,Byggingastarfsemi og mannvirkjagerð,125,2446,0.051104
2005-10,Verslun og vöruflutningar,474,2446,0.193786
2005-10,Farþegaflutningar með flugi,16,2446,0.006541
2005-10,Gistiþjónusta,50,2446,0.020442
2005-10,Veitingaþjónusta,84,2446,0.034342
2005-10,Ferðaþjónusta ýmis,38,2446,0.015536
2005-10,Upplýsingar og fjarskipti,84,2446,0.034342
2005-10,Fjármála- og vátryggingastarfsemi,45,2446,0.018397
2005-10,Fasteignaviðskipti,10,2446,0.004088
2005-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52,2446,0.021259
2005-10,Ýmis þjónustustarfsemi,151,2446,0.061733
2005-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",410,2446,0.167621
2005-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",144,2446,0.058872
2005-10,Annað,163,2446,0.066639
2005-11,Landbúnaður og skógrækt,25,2562,0.009758
2005-11,"Fiskveiðar, -eldi og -vinnsla",299,2562,0.116706
2005-11,Iðnaður,294,2562,0.114754
2005-11,Sorp og veitur,17,2562,0.006635
2005-11,Byggingastarfsemi og mannvirkjagerð,147,2562,0.057377
2005-11,Verslun og vöruflutningar,494,2562,0.192818
2005-11,Farþegaflutningar með flugi,21,2562,0.008197
2005-11,Gistiþjónusta,56,2562,0.021858
2005-11,Veitingaþjónusta,100,2562,0.039032
2005-11,Ferðaþjónusta ýmis,52,2562,0.020297
2005-11,Upplýsingar og fjarskipti,84,2562,0.032787
2005-11,Fjármála- og vátryggingastarfsemi,44,2562,0.017174
2005-11,Fasteignaviðskipti,11,2562,0.004294
2005-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",48,2562,0.018735
2005-11,Ýmis þjónustustarfsemi,146,2562,0.056987
2005-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",412,2562,0.160812
2005-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",143,2562,0.055816
2005-11,Annað,169,2562,0.065964
2005-12,Landbúnaður og skógrækt,26,2627,0.009897
2005-12,"Fiskveiðar, -eldi og -vinnsla",321,2627,0.122193
2005-12,Iðnaður,302,2627,0.114960
2005-12,Sorp og veitur,18,2627,0.006852
2005-12,Byggingastarfsemi og mannvirkjagerð,154,2627,0.058622
2005-12,Verslun og vöruflutningar,516,2627,0.196422
2005-12,Farþegaflutningar með flugi,17,2627,0.006471
2005-12,Gistiþjónusta,55,2627,0.020936
2005-12,Veitingaþjónusta,116,2627,0.044157
2005-12,Ferðaþjónusta ýmis,48,2627,0.018272
2005-12,Upplýsingar og fjarskipti,74,2627,0.028169
2005-12,Fjármála- og vátryggingastarfsemi,46,2627,0.017510
2005-12,Fasteignaviðskipti,9,2627,0.003426
2005-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",44,2627,0.016749
2005-12,Ýmis þjónustustarfsemi,158,2627,0.060145
2005-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",413,2627,0.157214
2005-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",139,2627,0.052912
2005-12,Annað,171,2627,0.065093
2006-01,Landbúnaður og skógrækt,25,2720,0.009191
2006-01,"Fiskveiðar, -eldi og -vinnsla",337,2720,0.123897
2006-01,Iðnaður,318,2720,0.116912
2006-01,Sorp og veitur,22,2720,0.008088
2006-01,Byggingastarfsemi og mannvirkjagerð,165,2720,0.060662
2006-01,Verslun og vöruflutningar,536,2720,0.197059
2006-01,Farþegaflutningar með flugi,17,2720,0.006250
2006-01,Gistiþjónusta,69,2720,0.025368
2006-01,Veitingaþjónusta,130,2720,0.047794
2006-01,Ferðaþjónusta ýmis,56,2720,0.020588
2006-01,Upplýsingar og fjarskipti,69,2720,0.025368
2006-01,Fjármála- og vátryggingastarfsemi,43,2720,0.015809
2006-01,Fasteignaviðskipti,4,2720,0.001471
2006-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",38,2720,0.013971
2006-01,Ýmis þjónustustarfsemi,149,2720,0.054779
2006-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",421,2720,0.154779
2006-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",143,2720,0.052574
2006-01,Annað,178,2720,0.065441
2006-02,Landbúnaður og skógrækt,22,2584,0.008514
2006-02,"Fiskveiðar, -eldi og -vinnsla",293,2584,0.113390
2006-02,Iðnaður,296,2584,0.114551
2006-02,Sorp og veitur,15,2584,0.005805
2006-02,Byggingastarfsemi og mannvirkjagerð,173,2584,0.066950
2006-02,Verslun og vöruflutningar,524,2584,0.202786
2006-02,Farþegaflutningar með flugi,20,2584,0.007740
2006-02,Gistiþjónusta,59,2584,0.022833
2006-02,Veitingaþjónusta,121,2584,0.046827
2006-02,Ferðaþjónusta ýmis,50,2584,0.019350
2006-02,Upplýsingar og fjarskipti,74,2584,0.028638
2006-02,Fjármála- og vátryggingastarfsemi,39,2584,0.015093
2006-02,Fasteignaviðskipti,5,2584,0.001935
2006-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",43,2584,0.016641
2006-02,Ýmis þjónustustarfsemi,138,2584,0.053406
2006-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",412,2584,0.159443
2006-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",126,2584,0.048762
2006-02,Annað,174,2584,0.067337
2006-03,Landbúnaður og skógrækt,24,2417,0.009930
2006-03,"Fiskveiðar, -eldi og -vinnsla",291,2417,0.120397
2006-03,Iðnaður,282,2417,0.116674
2006-03,Sorp og veitur,16,2417,0.006620
2006-03,Byggingastarfsemi og mannvirkjagerð,159,2417,0.065784
2006-03,Verslun og vöruflutningar,482,2417,0.199421
2006-03,Farþegaflutningar með flugi,15,2417,0.006206
2006-03,Gistiþjónusta,59,2417,0.024410
2006-03,Veitingaþjónusta,100,2417,0.041374
2006-03,Ferðaþjónusta ýmis,48,2417,0.019859
2006-03,Upplýsingar og fjarskipti,63,2417,0.026065
2006-03,Fjármála- og vátryggingastarfsemi,31,2417,0.012826
2006-03,Fasteignaviðskipti,7,2417,0.002896
2006-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42,2417,0.017377
2006-03,Ýmis þjónustustarfsemi,143,2417,0.059164
2006-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",368,2417,0.152255
2006-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",123,2417,0.050890
2006-03,Annað,164,2417,0.067853
2006-04,Landbúnaður og skógrækt,22,2324,0.009466
2006-04,"Fiskveiðar, -eldi og -vinnsla",287,2324,0.123494
2006-04,Iðnaður,279,2324,0.120052
2006-04,Sorp og veitur,18,2324,0.007745
2006-04,Byggingastarfsemi og mannvirkjagerð,136,2324,0.058520
2006-04,Verslun og vöruflutningar,460,2324,0.197935
2006-04,Farþegaflutningar með flugi,10,2324,0.004303
2006-04,Gistiþjónusta,56,2324,0.024096
2006-04,Veitingaþjónusta,104,2324,0.044750
2006-04,Ferðaþjónusta ýmis,38,2324,0.016351
2006-04,Upplýsingar og fjarskipti,64,2324,0.027539
2006-04,Fjármála- og vátryggingastarfsemi,24,2324,0.010327
2006-04,Fasteignaviðskipti,10,2324,0.004303
2006-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",44,2324,0.018933
2006-04,Ýmis þjónustustarfsemi,124,2324,0.053356
2006-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",352,2324,0.151463
2006-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",121,2324,0.052065
2006-04,Annað,175,2324,0.075301
2006-05,Landbúnaður og skógrækt,18,2333,0.007715
2006-05,"Fiskveiðar, -eldi og -vinnsla",243,2333,0.104158
2006-05,Iðnaður,238,2333,0.102015
2006-05,Sorp og veitur,17,2333,0.007287
2006-05,Byggingastarfsemi og mannvirkjagerð,116,2333,0.049721
2006-05,Verslun og vöruflutningar,486,2333,0.208315
2006-05,Farþegaflutningar með flugi,13,2333,0.005572
2006-05,Gistiþjónusta,42,2333,0.018003
2006-05,Veitingaþjónusta,105,2333,0.045006
2006-05,Ferðaþjónusta ýmis,43,2333,0.018431
2006-05,Upplýsingar og fjarskipti,67,2333,0.028718
2006-05,Fjármála- og vátryggingastarfsemi,29,2333,0.012430
2006-05,Fasteignaviðskipti,8,2333,0.003429
2006-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",54,2333,0.023146
2006-05,Ýmis þjónustustarfsemi,119,2333,0.051007
2006-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",418,2333,0.179168
2006-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",130,2333,0.055722
2006-05,Annað,187,2333,0.080154
2006-06,Landbúnaður og skógrækt,18,2341,0.007689
2006-06,"Fiskveiðar, -eldi og -vinnsla",246,2341,0.105083
2006-06,Iðnaður,226,2341,0.096540
2006-06,Sorp og veitur,12,2341,0.005126
2006-06,Byggingastarfsemi og mannvirkjagerð,118,2341,0.050406
2006-06,Verslun og vöruflutningar,474,2341,0.202478
2006-06,Farþegaflutningar með flugi,12,2341,0.005126
2006-06,Gistiþjónusta,41,2341,0.017514
2006-06,Veitingaþjónusta,110,2341,0.046988
2006-06,Ferðaþjónusta ýmis,35,2341,0.014951
2006-06,Upplýsingar og fjarskipti,64,2341,0.027339
2006-06,Fjármála- og vátryggingastarfsemi,38,2341,0.016232
2006-06,Fasteignaviðskipti,9,2341,0.003845
2006-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52,2341,0.022213
2006-06,Ýmis þjónustustarfsemi,113,2341,0.048270
2006-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",461,2341,0.196924
2006-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",124,2341,0.052969
2006-06,Annað,188,2341,0.080308
2006-07,Landbúnaður og skógrækt,18,2451,0.007344
2006-07,"Fiskveiðar, -eldi og -vinnsla",287,2451,0.117095
2006-07,Iðnaður,222,2451,0.090575
2006-07,Sorp og veitur,13,2451,0.005304
2006-07,Byggingastarfsemi og mannvirkjagerð,123,2451,0.050184
2006-07,Verslun og vöruflutningar,490,2451,0.199918
2006-07,Farþegaflutningar með flugi,11,2451,0.004488
2006-07,Gistiþjónusta,37,2451,0.015096
2006-07,Veitingaþjónusta,117,2451,0.047736
2006-07,Ferðaþjónusta ýmis,38,2451,0.015504
2006-07,Upplýsingar og fjarskipti,64,2451,0.026112
2006-07,Fjármála- og vátryggingastarfsemi,41,2451,0.016728
2006-07,Fasteignaviðskipti,14,2451,0.005712
2006-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",59,2451,0.024072
2006-07,Ýmis þjónustustarfsemi,116,2451,0.047328
2006-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",455,2451,0.185639
2006-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",130,2451,0.053040
2006-07,Annað,216,2451,0.088127
2006-08,Landbúnaður og skógrækt,16,1943,0.008235
2006-08,"Fiskveiðar, -eldi og -vinnsla",230,1943,0.118374
2006-08,Iðnaður,180,1943,0.092640
2006-08,Sorp og veitur,8,1943,0.004117
2006-08,Byggingastarfsemi og mannvirkjagerð,108,1943,0.055584
2006-08,Verslun og vöruflutningar,389,1943,0.200206
2006-08,Farþegaflutningar með flugi,13,1943,0.006691
2006-08,Gistiþjónusta,40,1943,0.020587
2006-08,Veitingaþjónusta,90,1943,0.046320
2006-08,Ferðaþjónusta ýmis,36,1943,0.018528
2006-08,Upplýsingar og fjarskipti,65,1943,0.033453
2006-08,Fjármála- og vátryggingastarfsemi,33,1943,0.016984
2006-08,Fasteignaviðskipti,9,1943,0.004632
2006-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",47,1943,0.024189
2006-08,Ýmis þjónustustarfsemi,90,1943,0.046320
2006-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",317,1943,0.163150
