manudur,atvinnugrein,fjoldi,heildarfjoldi,hlutur
2019-06,Gistiþjónusta,353,7198,0.049041
2019-06,Veitingaþjónusta,472,7198,0.065574
2019-06,Ferðaþjónusta ýmis,848,7198,0.117811
2019-06,Upplýsingar og fjarskipti,215,7198,0.029869
2019-06,Fjármála- og vátryggingastarfsemi,132,7198,0.018338
2019-06,Fasteignaviðskipti,87,7198,0.012087
2019-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",237,7198,0.032926
2019-06,Ýmis þjónustustarfsemi,373,7198,0.051820
2019-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",890,7198,0.123645
2019-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",318,7198,0.044179
2019-06,Annað,184,7198,0.025563
2019-07,Landbúnaður og skógrækt,53,7285,0.007275
2019-07,"Fiskveiðar, -eldi og -vinnsla",463,7285,0.063555
2019-07,Iðnaður,614,7285,0.084283
2019-07,Sorp og veitur,54,7285,0.007412
2019-07,Byggingastarfsemi og mannvirkjagerð,497,7285,0.068222
2019-07,Verslun og vöruflutningar,1315,7285,0.180508
2019-07,Farþegaflutningar með flugi,103,7285,0.014139
2019-07,Gistiþjónusta,355,7285,0.048730
2019-07,Veitingaþjónusta,482,7285,0.066163
2019-07,Ferðaþjónusta ýmis,792,7285,0.108717
2019-07,Upplýsingar og fjarskipti,232,7285,0.031846
2019-07,Fjármála- og vátryggingastarfsemi,129,7285,0.017708
2019-07,Fasteignaviðskipti,81,7285,0.011119
2019-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",259,7285,0.035553
2019-07,Ýmis þjónustustarfsemi,386,7285,0.052986
2019-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",958,7285,0.131503
2019-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",323,7285,0.044338
2019-07,Annað,189,7285,0.025944
2019-08,Landbúnaður og skógrækt,49,7181,0.006824
2019-08,"Fiskveiðar, -eldi og -vinnsla",446,7181,0.062108
2019-08,Iðnaður,608,7181,0.084668
2019-08,Sorp og veitur,52,7181,0.007241
2019-08,Byggingastarfsemi og mannvirkjagerð,499,7181,0.069489
2019-08,Verslun og vöruflutningar,1348,7181,0.187718
2019-08,Farþegaflutningar með flugi,97,7181,0.013508
2019-08,Gistiþjónusta,351,7181,0.048879
2019-08,Veitingaþjónusta,488,7181,0.067957
2019-08,Ferðaþjónusta ýmis,736,7181,0.102493
2019-08,Upplýsingar og fjarskipti,241,7181,0.033561
2019-08,Fjármála- og vátryggingastarfsemi,141,7181,0.019635
2019-08,Fasteignaviðskipti,85,7181,0.011837
2019-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",255,7181,0.035510
2019-08,Ýmis þjónustustarfsemi,396,7181,0.055146
2019-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",906,7181,0.126166
2019-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",307,7181,0.042752
2019-08,Annað,176,7181,0.024509
2019-09,Landbúnaður og skógrækt,49,7101,0.006900
2019-09,"Fiskveiðar, -eldi og -vinnsla",434,7101,0.061118
2019-09,Iðnaður,605,7101,0.085199
2019-09,Sorp og veitur,49,7101,0.006900
2019-09,Byggingastarfsemi og mannvirkjagerð,503,7101,0.070835
2019-09,Verslun og vöruflutningar,1330,7101,0.187298
2019-09,Farþegaflutningar með flugi,134,7101,0.018871
2019-09,Gistiþjónusta,370,7101,0.052105
2019-09,Veitingaþjónusta,494,7101,0.069568
2019-09,Ferðaþjónusta ýmis,666,7101,0.093790
2019-09,Upplýsingar og fjarskipti,229,7101,0.032249
2019-09,Fjármála- og vátryggingastarfsemi,143,7101,0.020138
2019-09,Fasteignaviðskipti,84,7101,0.011829
2019-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",265,7101,0.037319
2019-09,Ýmis þjónustustarfsemi,409,7101,0.057598
2019-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",871,7101,0.122659
2019-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",293,7101,0.041262
2019-09,Annað,173,7101,0.024363
2019-10,Landbúnaður og skógrækt,50,7700,0.006494
2019-10,"Fiskveiðar, -eldi og -vinnsla",462,7700,0.060000
2019-10,Iðnaður,644,7700,0.083636
2019-10,Sorp og veitur,51,7700,0.006623
2019-10,Byggingastarfsemi og mannvirkjagerð,566,7700,0.073506
2019-10,Verslun og vöruflutningar,1416,7700,0.183896
2019-10,Farþegaflutningar með flugi,241,7700,0.031299
2019-10,Gistiþjónusta,395,7700,0.051299
2019-10,Veitingaþjónusta,554,7700,0.071948
2019-10,Ferðaþjónusta ýmis,691,7700,0.089740
2019-10,Upplýsingar og fjarskipti,228,7700,0.029610
2019-10,Fjármála- og vátryggingastarfsemi,151,7700,0.019610
2019-10,Fasteignaviðskipti,98,7700,0.012727
2019-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",289,7700,0.037532
2019-10,Ýmis þjónustustarfsemi,423,7700,0.054935
2019-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",906,7700,0.117662
2019-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",303,7700,0.039351
2019-10,Annað,232,7700,0.030130
2019-11,Landbúnaður og skógrækt,63,8279,0.007610
2019-11,"Fiskveiðar, -eldi og -vinnsla",521,8279,0.062930
2019-11,Iðnaður,710,8279,0.085759
2019-11,Sorp og veitur,59,8279,0.007126
2019-11,Byggingastarfsemi og mannvirkjagerð,679,8279,0.082015
2019-11,Verslun og vöruflutningar,1459,8279,0.176229
2019-11,Farþegaflutningar með flugi,289,8279,0.034908
2019-11,Gistiþjónusta,469,8279,0.056649
2019-11,Veitingaþjónusta,564,8279,0.068124
2019-11,Ferðaþjónusta ýmis,725,8279,0.087571
2019-11,Upplýsingar og fjarskipti,226,8279,0.027298
2019-11,Fjármála- og vátryggingastarfsemi,154,8279,0.018601
2019-11,Fasteignaviðskipti,105,8279,0.012683
2019-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",310,8279,0.037444
2019-11,Ýmis þjónustustarfsemi,457,8279,0.055200
2019-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",935,8279,0.112936
2019-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",322,8279,0.038894
2019-11,Annað,232,8279,0.028023
2019-12,Landbúnaður og skógrækt,64,8605,0.007438
2019-12,"Fiskveiðar, -eldi og -vinnsla",554,8605,0.064381
2019-12,Iðnaður,745,8605,0.086578
2019-12,Sorp og veitur,60,8605,0.006973
2019-12,Byggingastarfsemi og mannvirkjagerð,768,8605,0.089250
2019-12,Verslun og vöruflutningar,1493,8605,0.173504
2019-12,Farþegaflutningar með flugi,296,8605,0.034399
2019-12,Gistiþjónusta,494,8605,0.057408
2019-12,Veitingaþjónusta,601,8605,0.069843
2019-12,Ferðaþjónusta ýmis,735,8605,0.085415
2019-12,Upplýsingar og fjarskipti,219,8605,0.025450
2019-12,Fjármála- og vátryggingastarfsemi,157,8605,0.018245
2019-12,Fasteignaviðskipti,112,8605,0.013016
2019-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",314,8605,0.036490
2019-12,Ýmis þjónustustarfsemi,495,8605,0.057525
2019-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",948,8605,0.110169
2019-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",331,8605,0.038466
2019-12,Annað,219,8605,0.025450
2020-01,Landbúnaður og skógrækt,75,9618,0.007798
2020-01,"Fiskveiðar, -eldi og -vinnsla",636,9618,0.066126
2020-01,Iðnaður,855,9618,0.088896
2020-01,Sorp og veitur,69,9618,0.007174
2020-01,Byggingastarfsemi og mannvirkjagerð,904,9618,0.093990
2020-01,Verslun og vöruflutningar,1665,9618,0.173113
2020-01,Farþegaflutningar með flugi,351,9618,0.036494
2020-01,Gistiþjónusta,543,9618,0.056457
2020-01,Veitingaþjónusta,651,9618,0.067686
2020-01,Ferðaþjónusta ýmis,775,9618,0.080578
2020-01,Upplýsingar og fjarskipti,227,9618,0.023602
2020-01,Fjármála- og vátryggingastarfsemi,165,9618,0.017155
2020-01,Fasteignaviðskipti,121,9618,0.012581
2020-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",341,9618,0.035454
2020-01,Ýmis þjónustustarfsemi,541,9618,0.056249
2020-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1034,9618,0.107507
2020-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",367,9618,0.038158
2020-01,Annað,298,9618,0.030984
2020-02,Landbúnaður og skógrækt,88,9766,0.009011
2020-02,"Fiskveiðar, -eldi og -vinnsla",606,9766,0.062052
2020-02,Iðnaður,848,9766,0.086832
2020-02,Sorp og veitur,70,9766,0.007168
2020-02,Byggingastarfsemi og mannvirkjagerð,952,9766,0.097481
2020-02,Verslun og vöruflutningar,1763,9766,0.180524
2020-02,Farþegaflutningar með flugi,334,9766,0.034200
2020-02,Gistiþjónusta,578,9766,0.059185
2020-02,Veitingaþjónusta,677,9766,0.069322
2020-02,Ferðaþjónusta ýmis,758,9766,0.077616
2020-02,Upplýsingar og fjarskipti,238,9766,0.024370
2020-02,Fjármála- og vátryggingastarfsemi,158,9766,0.016179
2020-02,Fasteignaviðskipti,128,9766,0.013107
2020-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",342,9766,0.035019
2020-02,Ýmis þjónustustarfsemi,543,9766,0.055601
2020-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1055,9766,0.108028
2020-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",387,9766,0.039627
2020-02,Annað,241,9766,0.024677
2020-03,Landbúnaður og skógrækt,111,14221,0.007805
2020-03,"Fiskveiðar, -eldi og -vinnsla",739,14221,0.051965
2020-03,Iðnaður,1029,14221,0.072358
2020-03,Sorp og veitur,85,14221,0.005977
2020-03,Byggingastarfsemi og mannvirkjagerð,1220,14221,0.085789
2020-03,Verslun og vöruflutningar,2207,14221,0.155193
2020-03,Farþegaflutningar með flugi,327,14221,0.022994
2020-03,Gistiþjónusta,774,14221,0.054427
2020-03,Veitingaþjónusta,954,14221,0.067084
2020-03,Ferðaþjónusta ýmis,1062,14221,0.074678
2020-03,Upplýsingar og fjarskipti,331,14221,0.023275
2020-03,Fjármála- og vátryggingastarfsemi,212,14221,0.014908
2020-03,Fasteignaviðskipti,153,14221,0.010759
2020-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",432,14221,0.030378
2020-03,Ýmis þjónustustarfsemi,634,14221,0.044582
2020-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1427,14221,0.100345
2020-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",718,14221,0.050489
2020-03,Annað,1806,14221,0.126995
2020-04,Landbúnaður og skógrækt,266,49160,0.005411
2020-04,"Fiskveiðar, -eldi og -vinnsla",1625,49160,0.033055
2020-04,Iðnaður,4255,49160,0.086554
2020-04,Sorp og veitur,251,49160,0.005106
2020-04,Byggingastarfsemi og mannvirkjagerð,3008,49160,0.061188
2020-04,Verslun og vöruflutningar,9271,49160,0.188588
2020-04,Farþegaflutningar með flugi,2525,49160,0.051363
2020-04,Gistiþjónusta,3939,49160,0.080126
2020-04,Veitingaþjónusta,4463,49160,0.090785
2020-04,Ferðaþjónusta ýmis,5082,49160,0.103377
2020-04,Upplýsingar og fjarskipti,1580,49160,0.032140
2020-04,Fjármála- og vátryggingastarfsemi,346,49160,0.007038
2020-04,Fasteignaviðskipti,501,49160,0.010191
2020-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",2413,49160,0.049085
2020-04,Ýmis þjónustustarfsemi,1321,49160,0.026871
2020-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",3088,49160,0.062815
2020-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",3103,49160,0.063120
2020-04,Annað,2123,49160,0.043186
2020-05,Landbúnaður og skógrækt,230,33205,0.006927
2020-05,"Fiskveiðar, -eldi og -vinnsla",1092,33205,0.032887
2020-05,Iðnaður,2649,33205,0.079777
2020-05,Sorp og veitur,116,33205,0.003493
2020-05,Byggingastarfsemi og mannvirkjagerð,2116,33205,0.063725
2020-05,Verslun og vöruflutningar,5318,33205,0.160157
2020-05,Farþegaflutningar með flugi,1362,33205,0.041018
2020-05,Gistiþjónusta,2653,33205,0.079898
2020-05,Veitingaþjónusta,3461,33205,0.104231
2020-05,Ferðaþjónusta ýmis,3871,33205,0.116579
2020-05,Upplýsingar og fjarskipti,1263,33205,0.038036
2020-05,Fjármála- og vátryggingastarfsemi,307,33205,0.009246
2020-05,Fasteignaviðskipti,391,33205,0.011775
2020-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",1867,33205,0.056226
2020-05,Ýmis þjónustustarfsemi,1029,33205,0.030989
2020-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1849,33205,0.055684
2020-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1950,33205,0.058726
2020-05,Annað,1681,33205,0.050625
2020-06,Landbúnaður og skógrækt,157,22913,0.006852
2020-06,"Fiskveiðar, -eldi og -vinnsla",960,22913,0.041898
2020-06,Iðnaður,1738,22913,0.075852
2020-06,Sorp og veitur,80,22913,0.003491
2020-06,Byggingastarfsemi og mannvirkjagerð,1526,22913,0.066600
2020-06,Verslun og vöruflutningar,3358,22913,0.146554
2020-06,Farþegaflutningar með flugi,591,22913,0.025793
2020-06,Gistiþjónusta,1971,22913,0.086021
2020-06,Veitingaþjónusta,2412,22913,0.105268
2020-06,Ferðaþjónusta ýmis,2708,22913,0.118186
2020-06,Upplýsingar og fjarskipti,803,22913,0.035046
2020-06,Fjármála- og vátryggingastarfsemi,282,22913,0.012307
2020-06,Fasteignaviðskipti,251,22913,0.010954
2020-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",1154,22913,0.050364
2020-06,Ýmis þjónustustarfsemi,895,22913,0.039061
2020-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1683,22913,0.073452
2020-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1254,22913,0.054729
2020-06,Annað,1090,22913,0.047571
2020-07,Landbúnaður og skógrækt,137,20915,0.006550
2020-07,"Fiskveiðar, -eldi og -vinnsla",881,20915,0.042123
2020-07,Iðnaður,1585,20915,0.075783
2020-07,Sorp og veitur,75,20915,0.003586
2020-07,Byggingastarfsemi og mannvirkjagerð,1355,20915,0.064786
2020-07,Verslun og vöruflutningar,3143,20915,0.150275
2020-07,Farþegaflutningar með flugi,1141,20915,0.054554
2020-07,Gistiþjónusta,1787,20915,0.085441
2020-07,Veitingaþjónusta,1972,20915,0.094286
2020-07,Ferðaþjónusta ýmis,2467,20915,0.117954
2020-07,Upplýsingar og fjarskipti,653,20915,0.031222
2020-07,Fjármála- og vátryggingastarfsemi,280,20915,0.013388
2020-07,Fasteignaviðskipti,219,20915,0.010471
2020-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",924,20915,0.044179
2020-07,Ýmis þjónustustarfsemi,844,20915,0.040354
2020-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1691,20915,0.080851
2020-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1049,20915,0.050155
2020-07,Annað,712,20915,0.034043
2020-08,Landbúnaður og skógrækt,144,21269,0.006770
2020-08,"Fiskveiðar, -eldi og -vinnsla",856,21269,0.040246
2020-08,Iðnaður,1589,21269,0.074710
2020-08,Sorp og veitur,80,21269,0.003761
2020-08,Byggingastarfsemi og mannvirkjagerð,1338,21269,0.062908
2020-08,Verslun og vöruflutningar,3117,21269,0.146551
2020-08,Farþegaflutningar með flugi,1218,21269,0.057266
2020-08,Gistiþjónusta,1855,21269,0.087216
2020-08,Veitingaþjónusta,1947,21269,0.091542
2020-08,Ferðaþjónusta ýmis,2541,21269,0.119470
2020-08,Upplýsingar og fjarskipti,665,21269,0.031266
2020-08,Fjármála- og vátryggingastarfsemi,296,21269,0.013917
2020-08,Fasteignaviðskipti,238,21269,0.011190
2020-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",966,21269,0.045418
2020-08,Ýmis þjónustustarfsemi,856,21269,0.040246
2020-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1741,21269,0.081856
2020-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1087,21269,0.051107
2020-08,Annað,735,21269,0.034557
2020-09,Landbúnaður og skógrækt,137,21749,0.006299
2020-09,"Fiskveiðar, -eldi og -vinnsla",860,21749,0.039542
2020-09,Iðnaður,1549,21749,0.071222
2020-09,Sorp og veitur,93,21749,0.004276
2020-09,Byggingastarfsemi og mannvirkjagerð,1306,21749,0.060049
2020-09,Verslun og vöruflutningar,3120,21749,0.143455
2020-09,Farþegaflutningar með flugi,1287,21749,0.059175
2020-09,Gistiþjónusta,2292,21749,0.105384
2020-09,Veitingaþjónusta,2078,21749,0.095545
2020-09,Ferðaþjónusta ýmis,2766,21749,0.127178
2020-09,Upplýsingar og fjarskipti,558,21749,0.025656
2020-09,Fjármála- og vátryggingastarfsemi,299,21749,0.013748
2020-09,Fasteignaviðskipti,243,21749,0.011173
2020-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",867,21749,0.039864
2020-09,Ýmis þjónustustarfsemi,887,21749,0.040783
2020-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1782,21749,0.081935
2020-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1085,21749,0.049887
2020-09,Annað,540,21749,0.024829
2020-10,Landbúnaður og skógrækt,165,25008,0.006598
2020-10,"Fiskveiðar, -eldi og -vinnsla",920,25008,0.036788
2020-10,Iðnaður,1688,25008,0.067498
2020-10,Sorp og veitur,93,25008,0.003719
2020-10,Byggingastarfsemi og mannvirkjagerð,1409,25008,0.056342
2020-10,Verslun og vöruflutningar,3454,25008,0.138116
2020-10,Farþegaflutningar með flugi,1332,25008,0.053263
2020-10,Gistiþjónusta,2668,25008,0.106686
2020-10,Veitingaþjónusta,2783,25008,0.111284
2020-10,Ferðaþjónusta ýmis,2884,25008,0.115323
2020-10,Upplýsingar og fjarskipti,597,25008,0.023872
2020-10,Fjármála- og vátryggingastarfsemi,323,25008,0.012916
2020-10,Fasteignaviðskipti,283,25008,0.011316
2020-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",907,25008,0.036268
2020-10,Ýmis þjónustustarfsemi,955,25008,0.038188
2020-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1983,25008,0.079295
2020-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1878,25008,0.075096
2020-10,Annað,686,25008,0.027431
2020-11,Landbúnaður og skógrækt,179,26352,0.006793
2020-11,"Fiskveiðar, -eldi og -vinnsla",1026,26352,0.038934
2020-11,Iðnaður,1754,26352,0.066560
2020-11,Sorp og veitur,109,26352,0.004136
2020-11,Byggingastarfsemi og mannvirkjagerð,1482,26352,0.056239
2020-11,Verslun og vöruflutningar,3581,26352,0.135891
2020-11,Farþegaflutningar með flugi,1351,26352,0.051267
2020-11,Gistiþjónusta,2829,26352,0.107354
2020-11,Veitingaþjónusta,3113,26352,0.118131
2020-11,Ferðaþjónusta ýmis,3001,26352,0.113881
2020-11,Upplýsingar og fjarskipti,586,26352,0.022237
2020-11,Fjármála- og vátryggingastarfsemi,316,26352,0.011991
2020-11,Fasteignaviðskipti,295,26352,0.011195
2020-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",938,26352,0.035595
2020-11,Ýmis þjónustustarfsemi,1008,26352,0.038251
2020-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",2003,26352,0.076009
2020-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1901,26352,0.072139
2020-11,Annað,880,26352,0.033394
2020-12,Landbúnaður og skógrækt,202,26473,0.007630
2020-12,"Fiskveiðar, -eldi og -vinnsla",1121,26473,0.042345
2020-12,Iðnaður,1808,26473,0.068296
2020-12,Sorp og veitur,101,26473,0.003815
2020-12,Byggingastarfsemi og mannvirkjagerð,1569,26473,0.059268
2020-12,Verslun og vöruflutningar,3530,26473,0.133343
2020-12,Farþegaflutningar með flugi,1396,26473,0.052733
2020-12,Gistiþjónusta,2907,26473,0.109810
2020-12,Veitingaþjónusta,3057,26473,0.115476
2020-12,Ferðaþjónusta ýmis,3035,26473,0.114645
2020-12,Upplýsingar og fjarskipti,568,26473,0.021456
2020-12,Fjármála- og vátryggingastarfsemi,318,26473,0.012012
2020-12,Fasteignaviðskipti,305,26473,0.011521
2020-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",910,26473,0.034375
2020-12,Ýmis þjónustustarfsemi,1032,26473,0.038983
2020-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1996,26473,0.075398
2020-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1727,26473,0.065236
2020-12,Annað,891,26473,0.033657
2021-01,Landbúnaður og skógrækt,199,26401,0.007538
2021-01,"Fiskveiðar, -eldi og -vinnsla",1103,26401,0.041779
2021-01,Iðnaður,1826,26401,0.069164
2021-01,Sorp og veitur,112,26401,0.004242
2021-01,Byggingastarfsemi og mannvirkjagerð,1650,26401,0.062498
2021-01,Verslun og vöruflutningar,3572,26401,0.135298
2021-01,Farþegaflutningar með flugi,1403,26401,0.053142
2021-01,Gistiþjónusta,2873,26401,0.108822
2021-01,Veitingaþjónusta,3015,26401,0.114200
2021-01,Ferðaþjónusta ýmis,2965,26401,0.112306
2021-01,Upplýsingar og fjarskipti,564,26401,0.021363
2021-01,Fjármála- og vátryggingastarfsemi,322,26401,0.012197
2021-01,Fasteignaviðskipti,308,26401,0.011666
2021-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",808,26401,0.030605
2021-01,Ýmis þjónustustarfsemi,1057,26401,0.040036
2021-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",2032,26401,0.076967
2021-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1654,26401,0.062649
2021-01,Annað,938,26401,0.035529
2021-02,Landbúnaður og skógrækt,191,25678,0.007438
2021-02,"Fiskveiðar, -eldi og -vinnsla",1010,25678,0.039333
2021-02,Iðnaður,1805,25678,0.070294
2021-02,Sorp og veitur,116,25678,0.004517
2021-02,Byggingastarfsemi og mannvirkjagerð,1670,25678,0.065036
2021-02,Verslun og vöruflutningar,3621,25678,0.141016
2021-02,Farþegaflutningar með flugi,1391,25678,0.054171
2021-02,Gistiþjónusta,2830,25678,0.110211
2021-02,Veitingaþjónusta,2794,25678,0.108809
2021-02,Ferðaþjónusta ýmis,2903,25678,0.113054
2021-02,Upplýsingar og fjarskipti,576,25678,0.022432
2021-02,Fjármála- og vátryggingastarfsemi,312,25678,0.012150
2021-02,Fasteignaviðskipti,325,25678,0.012657
2021-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",801,25678,0.031194
2021-02,Ýmis þjónustustarfsemi,1047,25678,0.040774
2021-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",2007,25678,0.078160
2021-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1558,25678,0.060675
2021-02,Annað,721,25678,0.028079
2021-03,Landbúnaður og skógrækt,198,25203,0.007856
2021-03,"Fiskveiðar, -eldi og -vinnsla",1002,25203,0.039757
2021-03,Iðnaður,1747,25203,0.069317
2021-03,Sorp og veitur,117,25203,0.004642
2021-03,Byggingastarfsemi og mannvirkjagerð,1622,25203,0.064357
2021-03,Verslun og vöruflutningar,3638,25203,0.144348
2021-03,Farþegaflutningar með flugi,1365,25203,0.054160
2021-03,Gistiþjónusta,2678,25203,0.106257
2021-03,Veitingaþjónusta,2660,25203,0.105543
2021-03,Ferðaþjónusta ýmis,2840,25203,0.112685
2021-03,Upplýsingar og fjarskipti,558,25203,0.022140
2021-03,Fjármála- og vátryggingastarfsemi,295,25203,0.011705
2021-03,Fasteignaviðskipti,306,25203,0.012141
2021-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",779,25203,0.030909
2021-03,Ýmis þjónustustarfsemi,1031,25203,0.040908
2021-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",2034,25203,0.080705
2021-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1581,25203,0.062731
2021-03,Annað,752,25203,0.029838
2021-04,Landbúnaður og skógrækt,198,24270,0.008158
2021-04,"Fiskveiðar, -eldi og -vinnsla",937,24270,0.038607
2021-04,Iðnaður,1765,24270,0.072724
2021-04,Sorp og veitur,108,24270,0.004450
2021-04,Byggingastarfsemi og mannvirkjagerð,1561,24270,0.064318
2021-04,Verslun og vöruflutningar,3537,24270,0.145735
2021-04,Farþegaflutningar með flugi,1276,24270,0.052575
2021-04,Gistiþjónusta,2518,24270,0.103749
2021-04,Veitingaþjónusta,2675,24270,0.110218
2021-04,Ferðaþjónusta ýmis,2648,24270,0.109106
2021-04,Upplýsingar og fjarskipti,530,24270,0.021838
2021-04,Fjármála- og vátryggingastarfsemi,290,24270,0.011949
2021-04,Fasteignaviðskipti,291,24270,0.011990
2021-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",749,24270,0.030861
2021-04,Ýmis þjónustustarfsemi,995,24270,0.040997
2021-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1994,24270,0.082159
2021-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1563,24270,0.064400
2021-04,Annað,635,24270,0.026164
2021-05,Landbúnaður og skógrækt,161,21055,0.007647
2021-05,"Fiskveiðar, -eldi og -vinnsla",856,21055,0.040655
2021-05,Iðnaður,1551,21055,0.073664
2021-05,Sorp og veitur,93,21055,0.004417
2021-05,Byggingastarfsemi og mannvirkjagerð,1392,21055,0.066113
2021-05,Verslun og vöruflutningar,3200,21055,0.151983
2021-05,Farþegaflutningar með flugi,1009,21055,0.047922
2021-05,Gistiþjónusta,1989,21055,0.094467
2021-05,Veitingaþjónusta,2333,21055,0.110805
2021-05,Ferðaþjónusta ýmis,2203,21055,0.104631
2021-05,Upplýsingar og fjarskipti,507,21055,0.024080
2021-05,Fjármála- og vátryggingastarfsemi,273,21055,0.012966
2021-05,Fasteignaviðskipti,242,21055,0.011494
2021-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",692,21055,0.032866
2021-05,Ýmis þjónustustarfsemi,918,21055,0.043600
2021-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1885,21055,0.089527
2021-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",1251,21055,0.059416
2021-05,Annað,500,21055,0.023747
2021-06,Landbúnaður og skógrækt,105,14316,0.007334
2021-06,"Fiskveiðar, -eldi og -vinnsla",693,14316,0.048407
2021-06,Iðnaður,1122,14316,0.078374
2021-06,Sorp og veitur,74,14316,0.005169
2021-06,Byggingastarfsemi og mannvirkjagerð,1123,14316,0.078444
2021-06,Verslun og vöruflutningar,2457,14316,0.171626
2021-06,Farþegaflutningar með flugi,620,14316,0.043308
2021-06,Gistiþjónusta,1086,14316,0.075859
2021-06,Veitingaþjónusta,1055,14316,0.073694
2021-06,Ferðaþjónusta ýmis,1185,14316,0.082775
2021-06,Upplýsingar og fjarskipti,341,14316,0.023820
