manudur,rikisfang,flokkur,fjoldi
2007-06,Landið allt,30-39 ára,355
2007-07,Landið allt,30-39 ára,356
2007-08,Landið allt,30-39 ára,303
2007-09,Landið allt,30-39 ára,272
2007-10,Landið allt,30-39 ára,283
2007-11,Landið allt,30-39 ára,303
2007-12,Landið allt,30-39 ára,314
2008-01,Landið allt,30-39 ára,344
2008-02,Landið allt,30-39 ára,348
2008-03,Landið allt,30-39 ára,351
2008-04,Landið allt,30-39 ára,368
2008-05,Landið allt,30-39 ára,417
2008-06,Landið allt,30-39 ára,451
2008-07,Landið allt,30-39 ára,505
2008-08,Landið allt,30-39 ára,500
2008-09,Landið allt,30-39 ára,552
2008-10,Landið allt,30-39 ára,864
2008-11,Landið allt,30-39 ára,1420
2008-12,Landið allt,30-39 ára,2034
2009-01,Landið allt,30-39 ára,2880
2009-02,Landið allt,30-39 ára,3681
2009-03,Landið allt,30-39 ára,3965
2009-04,Landið allt,30-39 ára,3982
2009-05,Landið allt,30-39 ára,3864
2009-06,Landið allt,30-39 ára,3748
2009-07,Landið allt,30-39 ára,3706
2009-08,Landið allt,30-39 ára,3557
2009-09,Landið allt,30-39 ára,3319
2009-10,Landið allt,30-39 ára,3431
2009-11,Landið allt,30-39 ára,3544
2009-12,Landið allt,30-39 ára,3621
2010-01,Landið allt,30-39 ára,3824
2010-02,Landið allt,30-39 ára,3919
2010-03,Landið allt,30-39 ára,3904
2010-04,Landið allt,30-39 ára,3803
2010-05,Landið allt,30-39 ára,3636
2010-06,Landið allt,30-39 ára,3502
2010-07,Landið allt,30-39 ára,3422
2010-08,Landið allt,30-39 ára,3248
2010-09,Landið allt,30-39 ára,3196
2010-10,Landið allt,30-39 ára,3276
2010-11,Landið allt,30-39 ára,3323
2010-12,Landið allt,30-39 ára,3421
2011-01,Landið allt,30-39 ára,3542
2011-02,Landið allt,30-39 ára,3643
2011-03,Landið allt,30-39 ára,3652
2011-04,Landið allt,30-39 ára,3453
2011-05,Landið allt,30-39 ára,3266
2011-06,Landið allt,30-39 ára,3073
2011-07,Landið allt,30-39 ára,3089
2011-08,Landið allt,30-39 ára,2995
2011-09,Landið allt,30-39 ára,2848
2011-10,Landið allt,30-39 ára,2902
2011-11,Landið allt,30-39 ára,2990
2011-12,Landið allt,30-39 ára,3109
2012-01,Landið allt,30-39 ára,2981
2012-02,Landið allt,30-39 ára,2982
2012-03,Landið allt,30-39 ára,2978
2012-04,Landið allt,30-39 ára,2773
2012-05,Landið allt,30-39 ára,2570
2012-06,Landið allt,30-39 ára,2343
2012-07,Landið allt,30-39 ára,2304
2012-08,Landið allt,30-39 ára,2225
2012-09,Landið allt,30-39 ára,2165
2012-10,Landið allt,30-39 ára,2244
2012-11,Landið allt,30-39 ára,2408
2012-12,Landið allt,30-39 ára,2517
2013-01,Landið allt,30-39 ára,2449
2013-02,Landið allt,30-39 ára,2414
2013-03,Landið allt,30-39 ára,2339
2013-04,Landið allt,30-39 ára,2193
2013-05,Landið allt,30-39 ára,2098
2013-06,Landið allt,30-39 ára,2004
2013-07,Landið allt,30-39 ára,2047
2013-08,Landið allt,30-39 ára,1978
2013-09,Landið allt,30-39 ára,1790
2013-10,Landið allt,30-39 ára,1832
2013-11,Landið allt,30-39 ára,1866
2013-12,Landið allt,30-39 ára,1921
2014-01,Landið allt,30-39 ára,2026
2014-02,Landið allt,30-39 ára,2040
2014-03,Landið allt,30-39 ára,2011
2014-04,Landið allt,30-39 ára,1908
2014-05,Landið allt,30-39 ára,1750
2014-06,Landið allt,30-39 ára,1674
2014-07,Landið allt,30-39 ára,1665
2014-08,Landið allt,30-39 ára,1564
2014-09,Landið allt,30-39 ára,1509
2014-10,Landið allt,30-39 ára,1569
2014-11,Landið allt,30-39 ára,1592
2014-12,Landið allt,30-39 ára,1640
2015-01,Landið allt,30-39 ára,1676
2015-02,Landið allt,30-39 ára,1656
2015-03,Landið allt,30-39 ára,1652
2015-04,Landið allt,30-39 ára,1606
2015-05,Landið allt,30-39 ára,1500
2015-06,Landið allt,30-39 ára,1428
2015-07,Landið allt,30-39 ára,1424
2015-08,Landið allt,30-39 ára,1364
2015-09,Landið allt,30-39 ára,1302
2015-10,Landið allt,30-39 ára,1361
2015-11,Landið allt,30-39 ára,1379
2015-12,Landið allt,30-39 ára,1406
2016-01,Landið allt,30-39 ára,1482
2016-02,Landið allt,30-39 ára,1453
2016-03,Landið allt,30-39 ára,1397
2016-04,Landið allt,30-39 ára,1324
2016-05,Landið allt,30-39 ára,1270
2016-06,Landið allt,30-39 ára,1284
2016-07,Landið allt,30-39 ára,1254
2016-08,Landið allt,30-39 ára,1172
2016-09,Landið allt,30-39 ára,1096
2016-10,Landið allt,30-39 ára,1100
2016-11,Landið allt,30-39 ára,1181
2016-12,Landið allt,30-39 ára,1404
2017-01,Landið allt,30-39 ára,1674
2017-02,Landið allt,30-39 ára,1319
2017-03,Landið allt,30-39 ára,1295
2017-04,Landið allt,30-39 ára,1224
2017-05,Landið allt,30-39 ára,1190
2017-06,Landið allt,30-39 ára,1200
2017-07,Landið allt,30-39 ára,1198
2017-08,Landið allt,30-39 ára,1182
2017-09,Landið allt,30-39 ára,1125
2017-10,Landið allt,30-39 ára,1175
2017-11,Landið allt,30-39 ára,1237
2017-12,Landið allt,30-39 ára,1233
2018-01,Landið allt,30-39 ára,1338
2018-02,Landið allt,30-39 ára,1350
2018-03,Landið allt,30-39 ára,1352
2018-04,Landið allt,30-39 ára,1337
2018-05,Landið allt,30-39 ára,1363
2018-06,Landið allt,30-39 ára,1370
2018-07,Landið allt,30-39 ára,1387
2018-08,Landið allt,30-39 ára,1381
2018-09,Landið allt,30-39 ára,1323
2018-10,Landið allt,30-39 ára,1398
2018-11,Landið allt,30-39 ára,1507
2018-12,Landið allt,30-39 ára,1551
2019-01,Landið allt,30-39 ára,1723
2019-02,Landið allt,30-39 ára,1798
2019-03,Landið allt,30-39 ára,2057
2019-04,Landið allt,30-39 ára,2190
2019-05,Landið allt,30-39 ára,2224
2019-06,Landið allt,30-39 ára,2288
2019-07,Landið allt,30-39 ára,2345
2019-08,Landið allt,30-39 ára,2313
2019-09,Landið allt,30-39 ára,2271
2019-10,Landið allt,30-39 ára,2412
2019-11,Landið allt,30-39 ára,2543
2019-12,Landið allt,30-39 ára,2665
2020-01,Landið allt,30-39 ára,2946
2020-02,Landið allt,30-39 ára,2986
2020-03,Landið allt,30-39 ára,4145
2020-04,Landið allt,30-39 ára,13293
2020-05,Landið allt,30-39 ára,9318
2020-06,Landið allt,30-39 ára,6650
2020-07,Landið allt,30-39 ára,6349
2020-08,Landið allt,30-39 ára,6558
2020-09,Landið allt,30-39 ára,6674
2020-10,Landið allt,30-39 ára,7602
2020-11,Landið allt,30-39 ára,7981
2020-12,Landið allt,30-39 ára,8009
2021-01,Landið allt,30-39 ára,7967
2021-02,Landið allt,30-39 ára,7752
2021-03,Landið allt,30-39 ára,7661
2021-04,Landið allt,30-39 ára,7417
2021-05,Landið allt,30-39 ára,6467
2021-06,Landið allt,30-39 ára,4488
2021-07,Landið allt,30-39 ára,3939
2021-08,Landið allt,30-39 ára,3576
2021-09,Landið allt,30-39 ára,3183
2021-10,Landið allt,30-39 ára,3100
2021-11,Landið allt,30-39 ára,3104
2021-12,Landið allt,30-39 ára,3147
2022-01,Landið allt,30-39 ára,3264
2022-02,Landið allt,30-39 ára,3193
2022-03,Landið allt,30-39 ára,2986
2022-04,Landið allt,30-39 ára,2793
2022-05,Landið allt,30-39 ára,2451
2022-06,Landið allt,30-39 ára,2437
2022-07,Landið allt,30-39 ára,2366
2022-08,Landið allt,30-39 ára,2226
2022-09,Landið allt,30-39 ára,2092
2022-10,Landið allt,30-39 ára,2119
2022-11,Landið allt,30-39 ára,2146
2022-12,Landið allt,30-39 ára,2181
2023-01,Landið allt,30-39 ára,2312
2023-02,Landið allt,30-39 ára,2304
2023-03,Landið allt,30-39 ára,2258
2023-04,Landið allt,30-39 ára,2156
2023-05,Landið allt,30-39 ára,2130
2023-06,Landið allt,30-39 ára,2110
2023-07,Landið allt,30-39 ára,2096
2023-08,Landið allt,30-39 ára,2032
2023-09,Landið allt,30-39 ára,2077
2023-10,Landið allt,30-39 ára,2188
2023-11,Landið allt,30-39 ára,2340
2023-12,Landið allt,30-39 ára,2438
2024-01,Landið allt,30-39 ára,2601
2024-02,Landið allt,30-39 ára,2647
2024-03,Landið allt,30-39 ára,2589
2024-04,Landið allt,30-39 ára,2538
2024-05,Landið allt,30-39 ára,2461
2024-06,Landið allt,30-39 ára,2403
2024-07,Landið allt,30-39 ára,2449
2024-08,Landið allt,30-39 ára,2402
2024-09,Landið allt,30-39 ára,2444
2024-10,Landið allt,30-39 ára,2551
2024-11,Landið allt,30-39 ára,2791
2024-12,Landið allt,30-39 ára,2881
2025-01,Landið allt,30-39 ára,3072
2025-02,Landið allt,30-39 ára,3083
2025-03,Landið allt,30-39 ára,2965
2025-04,Landið allt,30-39 ára,2835
2025-05,Landið allt,30-39 ára,2673
2025-06,Landið allt,30-39 ára,2642
2025-07,Landið allt,30-39 ára,2662
2025-08,Landið allt,30-39 ára,2598
2025-09,Landið allt,30-39 ára,2657
2025-10,Landið allt,30-39 ára,2946
2025-11,Landið allt,30-39 ára,3092
2025-12,Landið allt,30-39 ára,3223
2026-01,Landið allt,30-39 ára,3388
2026-02,Landið allt,30-39 ára,3336
2026-03,Landið allt,30-39 ára,3278
2000-02,Landið allt,40-49 ára,479
2000-03,Landið allt,40-49 ára,463
2000-04,Landið allt,40-49 ára,417
2000-05,Landið allt,40-49 ára,350
2000-06,Landið allt,40-49 ára,364
2000-07,Landið allt,40-49 ára,336
2000-08,Landið allt,40-49 ára,277
2000-09,Landið allt,40-49 ára,255
2000-10,Landið allt,40-49 ára,250
2000-11,Landið allt,40-49 ára,278
2000-12,Landið allt,40-49 ára,380
2001-01,Landið allt,40-49 ára,384
2001-02,Landið allt,40-49 ára,381
2001-03,Landið allt,40-49 ára,337
2001-04,Landið allt,40-49 ára,416
2001-05,Landið allt,40-49 ára,322
2001-06,Landið allt,40-49 ára,328
2001-07,Landið allt,40-49 ára,323
2001-08,Landið allt,40-49 ára,273
2001-09,Landið allt,40-49 ára,307
2001-10,Landið allt,40-49 ára,375
2001-11,Landið allt,40-49 ára,460
2001-12,Landið allt,40-49 ára,566
2002-01,Landið allt,40-49 ára,639
2002-02,Landið allt,40-49 ára,654
2002-03,Landið allt,40-49 ára,641
2002-04,Landið allt,40-49 ára,647
2002-05,Landið allt,40-49 ára,623
2002-06,Landið allt,40-49 ára,668
2002-07,Landið allt,40-49 ára,658
2002-08,Landið allt,40-49 ára,647
2002-09,Landið allt,40-49 ára,662
2002-10,Landið allt,40-49 ára,701
2002-11,Landið allt,40-49 ára,777
2002-12,Landið allt,40-49 ára,858
2003-01,Landið allt,40-49 ára,917
2003-02,Landið allt,40-49 ára,972
2003-03,Landið allt,40-49 ára,949
2003-04,Landið allt,40-49 ára,932
2003-05,Landið allt,40-49 ára,891
2003-06,Landið allt,40-49 ára,837
2003-07,Landið allt,40-49 ára,831
2003-08,Landið allt,40-49 ára,800
2003-09,Landið allt,40-49 ára,820
2003-10,Landið allt,40-49 ára,820
2003-11,Landið allt,40-49 ára,848
2003-12,Landið allt,40-49 ára,892
2004-01,Landið allt,40-49 ára,870
2004-02,Landið allt,40-49 ára,866
2004-03,Landið allt,40-49 ára,868
2004-04,Landið allt,40-49 ára,864
2004-05,Landið allt,40-49 ára,836
2004-06,Landið allt,40-49 ára,838
2004-07,Landið allt,40-49 ára,829
2004-08,Landið allt,40-49 ára,770
2004-09,Landið allt,40-49 ára,752
2004-10,Landið allt,40-49 ára,729
2004-11,Landið allt,40-49 ára,747
2004-12,Landið allt,40-49 ára,772
2005-01,Landið allt,40-49 ára,760
2005-02,Landið allt,40-49 ára,721
2005-03,Landið allt,40-49 ára,663
2005-04,Landið allt,40-49 ára,601
2005-05,Landið allt,40-49 ára,549
2005-06,Landið allt,40-49 ára,546
2005-07,Landið allt,40-49 ára,496
2005-08,Landið allt,40-49 ára,438
2005-09,Landið allt,40-49 ára,414
2005-10,Landið allt,40-49 ára,408
2005-11,Landið allt,40-49 ára,415
2005-12,Landið allt,40-49 ára,419
2006-01,Landið allt,40-49 ára,429
2006-02,Landið allt,40-49 ára,404
2006-03,Landið allt,40-49 ára,385
2006-04,Landið allt,40-49 ára,374
2006-05,Landið allt,40-49 ára,351
2006-06,Landið allt,40-49 ára,345
2006-07,Landið allt,40-49 ára,369
2006-08,Landið allt,40-49 ára,319
2006-09,Landið allt,40-49 ára,291
2006-10,Landið allt,40-49 ára,316
2006-11,Landið allt,40-49 ára,332
2006-12,Landið allt,40-49 ára,363
2007-01,Landið allt,40-49 ára,368
2007-02,Landið allt,40-49 ára,358
2007-03,Landið allt,40-49 ára,335
2007-04,Landið allt,40-49 ára,304
2007-05,Landið allt,40-49 ára,298
2007-06,Landið allt,40-49 ára,285
2007-07,Landið allt,40-49 ára,257
2007-08,Landið allt,40-49 ára,249
2007-09,Landið allt,40-49 ára,255
2007-10,Landið allt,40-49 ára,231
2007-11,Landið allt,40-49 ára,222
2007-12,Landið allt,40-49 ára,254
2008-01,Landið allt,40-49 ára,278
2008-02,Landið allt,40-49 ára,288
2008-03,Landið allt,40-49 ára,282
2008-04,Landið allt,40-49 ára,280
2008-05,Landið allt,40-49 ára,286
2008-06,Landið allt,40-49 ára,315
2008-07,Landið allt,40-49 ára,367
2008-08,Landið allt,40-49 ára,382
2008-09,Landið allt,40-49 ára,425
2008-10,Landið allt,40-49 ára,678
2008-11,Landið allt,40-49 ára,1076
2008-12,Landið allt,40-49 ára,1491
2009-01,Landið allt,40-49 ára,2137
2009-02,Landið allt,40-49 ára,2771
2009-03,Landið allt,40-49 ára,2996
2009-04,Landið allt,40-49 ára,3017
2009-05,Landið allt,40-49 ára,2900
2009-06,Landið allt,40-49 ára,2729
2009-07,Landið allt,40-49 ára,2653
2009-08,Landið allt,40-49 ára,2573
2009-09,Landið allt,40-49 ára,2551
2009-10,Landið allt,40-49 ára,2670
2009-11,Landið allt,40-49 ára,2740
2009-12,Landið allt,40-49 ára,2836
2010-01,Landið allt,40-49 ára,2982
2010-02,Landið allt,40-49 ára,2949
2010-03,Landið allt,40-49 ára,2896
2010-04,Landið allt,40-49 ára,2765
2010-05,Landið allt,40-49 ára,2575
2010-06,Landið allt,40-49 ára,2413
2010-07,Landið allt,40-49 ára,2348
2010-08,Landið allt,40-49 ára,2248
2010-09,Landið allt,40-49 ára,2254
2010-10,Landið allt,40-49 ára,2323
2010-11,Landið allt,40-49 ára,2356
2010-12,Landið allt,40-49 ára,2435
2011-01,Landið allt,40-49 ára,2472
2011-02,Landið allt,40-49 ára,2492
2011-03,Landið allt,40-49 ára,2459
2011-04,Landið allt,40-49 ára,2355
2011-05,Landið allt,40-49 ára,2226
2011-06,Landið allt,40-49 ára,2117
2011-07,Landið allt,40-49 ára,2116
2011-08,Landið allt,40-49 ára,2046
2011-09,Landið allt,40-49 ára,1983
2011-10,Landið allt,40-49 ára,2016
2011-11,Landið allt,40-49 ára,2074
2011-12,Landið allt,40-49 ára,2128
2012-01,Landið allt,40-49 ára,2054
2012-02,Landið allt,40-49 ára,2011
2012-03,Landið allt,40-49 ára,1944
2012-04,Landið allt,40-49 ára,1796
2012-05,Landið allt,40-49 ára,1600
2012-06,Landið allt,40-49 ára,1449
2012-07,Landið allt,40-49 ára,1440
2012-08,Landið allt,40-49 ára,1382
2012-09,Landið allt,40-49 ára,1350
2012-10,Landið allt,40-49 ára,1430
2012-11,Landið allt,40-49 ára,1483
2012-12,Landið allt,40-49 ára,1579
2013-01,Landið allt,40-49 ára,1500
2013-02,Landið allt,40-49 ára,1458
2013-03,Landið allt,40-49 ára,1399
2013-04,Landið allt,40-49 ára,1311
2013-05,Landið allt,40-49 ára,1251
2013-06,Landið allt,40-49 ára,1162
2013-07,Landið allt,40-49 ára,1160
2013-08,Landið allt,40-49 ára,1124
2013-09,Landið allt,40-49 ára,1071
2013-10,Landið allt,40-49 ára,1100
2013-11,Landið allt,40-49 ára,1147
2013-12,Landið allt,40-49 ára,1217
2014-01,Landið allt,40-49 ára,1248
2014-02,Landið allt,40-49 ára,1208
2014-03,Landið allt,40-49 ára,1165
2014-04,Landið allt,40-49 ára,1082
2014-05,Landið allt,40-49 ára,1023
2014-06,Landið allt,40-49 ára,946
2014-07,Landið allt,40-49 ára,956
2014-08,Landið allt,40-49 ára,908
2014-09,Landið allt,40-49 ára,907
2014-10,Landið allt,40-49 ára,967
2014-11,Landið allt,40-49 ára,962
2014-12,Landið allt,40-49 ára,1002
2015-01,Landið allt,40-49 ára,982
2015-02,Landið allt,40-49 ára,988
2015-03,Landið allt,40-49 ára,985
2015-04,Landið allt,40-49 ára,976
2015-05,Landið allt,40-49 ára,889
2015-06,Landið allt,40-49 ára,834
2015-07,Landið allt,40-49 ára,834
2015-08,Landið allt,40-49 ára,797
2015-09,Landið allt,40-49 ára,739
2015-10,Landið allt,40-49 ára,778
2015-11,Landið allt,40-49 ára,792
2015-12,Landið allt,40-49 ára,817
2016-01,Landið allt,40-49 ára,823
2016-02,Landið allt,40-49 ára,776
2016-03,Landið allt,40-49 ára,779
2016-04,Landið allt,40-49 ára,724
2016-05,Landið allt,40-49 ára,667
2016-06,Landið allt,40-49 ára,631
2016-07,Landið allt,40-49 ára,646
2016-08,Landið allt,40-49 ára,613
2016-09,Landið allt,40-49 ára,614
2016-10,Landið allt,40-49 ára,646
2016-11,Landið allt,40-49 ára,700
2016-12,Landið allt,40-49 ára,891
2017-01,Landið allt,40-49 ára,1064
2017-02,Landið allt,40-49 ára,803
2017-03,Landið allt,40-49 ára,748
2017-04,Landið allt,40-49 ára,685
2017-05,Landið allt,40-49 ára,641
2017-06,Landið allt,40-49 ára,651
2017-07,Landið allt,40-49 ára,667
2017-08,Landið allt,40-49 ára,641
2017-09,Landið allt,40-49 ára,646
2017-10,Landið allt,40-49 ára,664
2017-11,Landið allt,40-49 ára,720
2017-12,Landið allt,40-49 ára,774
2018-01,Landið allt,40-49 ára,828
2018-02,Landið allt,40-49 ára,826
2018-03,Landið allt,40-49 ára,818
2018-04,Landið allt,40-49 ára,778
2018-05,Landið allt,40-49 ára,778
2018-06,Landið allt,40-49 ára,759
2018-07,Landið allt,40-49 ára,808
2018-08,Landið allt,40-49 ára,791
2018-09,Landið allt,40-49 ára,792
2018-10,Landið allt,40-49 ára,818
2018-11,Landið allt,40-49 ára,877
2018-12,Landið allt,40-49 ára,947
2019-01,Landið allt,40-49 ára,1040
2019-02,Landið allt,40-49 ára,1064
2019-03,Landið allt,40-49 ára,1162
2019-04,Landið allt,40-49 ára,1231
2019-05,Landið allt,40-49 ára,1240
2019-06,Landið allt,40-49 ára,1203
2019-07,Landið allt,40-49 ára,1224
2019-08,Landið allt,40-49 ára,1217
2019-09,Landið allt,40-49 ára,1228
2019-10,Landið allt,40-49 ára,1314
2019-11,Landið allt,40-49 ára,1434
2019-12,Landið allt,40-49 ára,1514
2020-01,Landið allt,40-49 ára,1639
2020-02,Landið allt,40-49 ára,1676
2020-03,Landið allt,40-49 ára,2531
2020-04,Landið allt,40-49 ára,9744
2020-05,Landið allt,40-49 ára,6453
2020-06,Landið allt,40-49 ára,4377
2020-07,Landið allt,40-49 ára,4079
2020-08,Landið allt,40-49 ára,4164
2020-09,Landið allt,40-49 ára,4199
2020-10,Landið allt,40-49 ára,4765
2020-11,Landið allt,40-49 ára,4981
2020-12,Landið allt,40-49 ára,5006
2021-01,Landið allt,40-49 ára,4979
2021-02,Landið allt,40-49 ára,4862
2021-03,Landið allt,40-49 ára,4743
2021-04,Landið allt,40-49 ára,4568
2021-05,Landið allt,40-49 ára,4000
2021-06,Landið allt,40-49 ára,2609
2021-07,Landið allt,40-49 ára,2256
2021-08,Landið allt,40-49 ára,2089
2021-09,Landið allt,40-49 ára,1910
2021-10,Landið allt,40-49 ára,1803
2021-11,Landið allt,40-49 ára,1820
2021-12,Landið allt,40-49 ára,1811
2022-01,Landið allt,40-49 ára,1876
2022-02,Landið allt,40-49 ára,1816
2022-03,Landið allt,40-49 ára,1710
2022-04,Landið allt,40-49 ára,1653
2022-05,Landið allt,40-49 ára,1422
2022-06,Landið allt,40-49 ára,1335
2022-07,Landið allt,40-49 ára,1305
2022-08,Landið allt,40-49 ára,1260
2022-09,Landið allt,40-49 ára,1208
2022-10,Landið allt,40-49 ára,1221
2022-11,Landið allt,40-49 ára,1242
2022-12,Landið allt,40-49 ára,1344
2023-01,Landið allt,40-49 ára,1392
2023-02,Landið allt,40-49 ára,1379
2023-03,Landið allt,40-49 ára,1305
2023-04,Landið allt,40-49 ára,1253
2023-05,Landið allt,40-49 ára,1208
2023-06,Landið allt,40-49 ára,1167
2023-07,Landið allt,40-49 ára,1154
2023-08,Landið allt,40-49 ára,1148
2023-09,Landið allt,40-49 ára,1170
2023-10,Landið allt,40-49 ára,1222
2023-11,Landið allt,40-49 ára,1321
2023-12,Landið allt,40-49 ára,1384
2024-01,Landið allt,40-49 ára,1477
2024-02,Landið allt,40-49 ára,1515
2024-03,Landið allt,40-49 ára,1475
2024-04,Landið allt,40-49 ára,1426
2024-05,Landið allt,40-49 ára,1398
2024-06,Landið allt,40-49 ára,1367
2024-07,Landið allt,40-49 ára,1400
2024-08,Landið allt,40-49 ára,1353
2024-09,Landið allt,40-49 ára,1395
2024-10,Landið allt,40-49 ára,1476
2024-11,Landið allt,40-49 ára,1539
