manudur,maeling,flokkur,gildi
2004-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1323
2005-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1388
2005-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1357
2005-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1250
2005-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1138
2005-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1037
2005-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,936
2005-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,852
2005-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,788
2005-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,699
2005-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,645
2005-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,643
2005-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,634
2006-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,646
2006-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,653
2006-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,621
2006-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,606
2006-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,550
2006-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,565
2006-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,607
2006-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,536
2006-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,472
2006-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,504
2006-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,501
2006-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,530
2007-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,522
2007-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,569
2007-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,564
2007-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,522
2007-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,475
2007-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,433
2007-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,405
2007-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,372
2007-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,317
2007-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,308
2007-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,303
2007-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,313
2008-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,348
2008-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,373
2008-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,425
2008-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,458
2008-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,458
2008-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,503
2008-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,561
2008-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,660
2008-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,732
2008-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1100
2008-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2132
2008-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3265
2009-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4352
2009-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5744
2009-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6391
2009-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6615
2009-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6479
2009-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6237
2009-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5998
2009-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5791
2009-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5327
2009-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5461
2009-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5635
2009-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5726
2010-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6031
2010-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6279
2010-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6303
2010-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6102
2010-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5707
2010-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5317
2010-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5054
2010-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4916
2010-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4757
2010-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4975
2010-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5031
2010-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5155
2011-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5367
2011-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5478
2011-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5472
2011-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5271
2011-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4952
2011-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4625
2011-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4424
2011-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4360
2011-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4195
2011-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4207
2011-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4325
2011-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4464
2012-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4445
2012-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4543
2012-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4459
2012-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4120
2012-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3623
2012-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3142
2012-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2928
2012-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2883
2012-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2836
2012-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2937
2012-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3066
2012-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3181
2013-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2976
2013-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3053
2013-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2977
2013-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2766
2013-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2545
2013-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2322
2013-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2209
2013-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2156
2013-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2038
2013-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2063
2013-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2175
2013-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2259
2014-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2384
2014-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2373
2014-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2388
2014-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2218
2014-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1994
2014-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1840
2014-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1771
2014-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1732
2014-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1607
2014-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1673
2014-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1729
2014-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1782
2015-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1779
2015-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1824
2015-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1885
2015-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1810
2015-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1657
2015-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1496
2015-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1445
2015-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1373
2015-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1288
2015-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1318
2015-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1397
2015-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1456
2016-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1553
2016-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1574
2016-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1549
2016-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1419
2016-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1284
2016-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1222
2016-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1166
2016-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1145
2016-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1079
2016-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1102
2016-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1164
2016-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1162
2017-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1303
2017-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1340
2017-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1305
2017-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1237
2017-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1180
2017-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1133
2017-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1110
2017-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1144
2017-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1138
2017-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1179
2017-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1268
2017-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1367
2018-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1456
2018-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1523
2018-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1570
2018-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1523
2018-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1525
2018-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1517
2018-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1525
2018-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1587
2018-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1554
2018-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1575
2018-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1686
2018-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1704
2019-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,1898
2019-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2018
2019-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2154
2019-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2493
2019-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2502
2019-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2476
2019-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2525
2019-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2505
2019-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2504
2019-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2696
2019-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2879
2019-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3019
2020-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3316
2020-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3481
2020-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4157
2020-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,12990
2020-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,10011
2020-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,7329
2020-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6539
2020-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6775
2020-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6842
2020-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,7486
2020-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,8020
2020-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,8147
2021-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,8306
2021-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,8210
2021-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,8055
2021-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,7791
2021-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,6977
2021-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,5362
2021-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4666
2021-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,4356
2021-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3961
2021-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3736
2021-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3656
2021-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3679
2022-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3790
2022-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3786
2022-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3635
2022-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3449
2022-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3062
2022-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2789
2022-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2651
2022-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2610
2022-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2452
2022-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2392
2022-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2341
2022-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2415
2023-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2503
2023-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2601
2023-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2552
2023-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2439
2023-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2354
2023-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2305
2023-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2224
2023-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2233
2023-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2228
2023-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2286
2023-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2453
2023-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2545
2024-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2705
2024-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2789
2024-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2838
2024-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2774
2024-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2713
2024-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2579
2024-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2543
2024-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2555
2024-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2520
2024-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2563
2024-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2679
2024-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2812
2025-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3080
2025-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3241
2025-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3258
2025-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3148
2025-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3056
2025-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2966.6190476190477
2025-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2981
2025-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2952.095238095238
2025-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,2912
2025-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3086.217391304348
2025-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3264.05
2025-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3412.3478260869565
2026-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3683.090909090909
2026-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3750.25
2026-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði karlar,3792.090909090909
2000-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,799
2000-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,791
2000-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,752
2000-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,737
2000-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,794
2000-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,800
2000-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,725
2000-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,548
2000-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,513
2000-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,500
2000-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,513
2001-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,540
2001-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,544
2001-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,563
2001-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,593
2001-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,592
2001-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,751
2001-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,774
2001-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,718
2001-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,601
2001-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,632
2001-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,693
2001-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,783
2002-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,892
2002-02,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1017
2002-03,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1139
2002-04,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1199
2002-05,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1245
2002-06,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1359
2002-07,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1460
2002-08,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1367
2002-09,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1146
2002-10,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1205
2002-11,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1253
2002-12,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1278
2003-01,"Atvinnulausir, meðalfjöldi á mánuði",Höfuðborgarsvæði konur,1404
