manudur,svaedi,kyn_eda_rikisfang,fjoldi
2021-08,Norðurland eystra,Karlar,296
2021-09,Norðurland eystra,Karlar,314
2021-10,Norðurland eystra,Karlar,331
2021-11,Norðurland eystra,Karlar,380
2021-12,Norðurland eystra,Karlar,402
2022-01,Norðurland eystra,Karlar,430
2022-02,Norðurland eystra,Karlar,381
2022-03,Norðurland eystra,Karlar,346
2022-04,Norðurland eystra,Karlar,300
2022-05,Norðurland eystra,Karlar,230
2022-06,Norðurland eystra,Karlar,187
2022-07,Norðurland eystra,Karlar,184
2022-08,Norðurland eystra,Karlar,183
2022-09,Norðurland eystra,Karlar,185
2022-10,Norðurland eystra,Karlar,223
2022-11,Norðurland eystra,Karlar,247
2022-12,Norðurland eystra,Karlar,266
2023-01,Norðurland eystra,Karlar,280
2023-02,Norðurland eystra,Karlar,274
2023-03,Norðurland eystra,Karlar,264
2023-04,Norðurland eystra,Karlar,224
2023-05,Norðurland eystra,Karlar,179
2023-06,Norðurland eystra,Karlar,152
2023-07,Norðurland eystra,Karlar,167
2023-08,Norðurland eystra,Karlar,169
2023-09,Norðurland eystra,Karlar,184
2023-10,Norðurland eystra,Karlar,224
2023-11,Norðurland eystra,Karlar,268
2023-12,Norðurland eystra,Karlar,296
2024-01,Norðurland eystra,Karlar,321
2024-02,Norðurland eystra,Karlar,321
2024-03,Norðurland eystra,Karlar,296
2024-04,Norðurland eystra,Karlar,272
2024-05,Norðurland eystra,Karlar,238
2024-06,Norðurland eystra,Karlar,207
2024-07,Norðurland eystra,Karlar,204
2024-08,Norðurland eystra,Karlar,217
2024-09,Norðurland eystra,Karlar,240
2024-10,Norðurland eystra,Karlar,250
2024-11,Norðurland eystra,Karlar,284
2024-12,Norðurland eystra,Karlar,311
2025-01,Norðurland eystra,Karlar,331
2025-02,Norðurland eystra,Karlar,315
2025-03,Norðurland eystra,Karlar,301
2025-04,Norðurland eystra,Karlar,285
2025-05,Norðurland eystra,Karlar,227
2025-06,Norðurland eystra,Karlar,207
2025-07,Norðurland eystra,Karlar,203
2025-08,Norðurland eystra,Karlar,211
2025-09,Norðurland eystra,Karlar,259
2025-10,Norðurland eystra,Karlar,306
2025-11,Norðurland eystra,Karlar,361
2025-12,Norðurland eystra,Karlar,400
2026-01,Norðurland eystra,Karlar,421
2026-02,Norðurland eystra,Karlar,380
2026-03,Norðurland eystra,Karlar,349
2000-02,Norðurland eystra,Konur,261
2000-03,Norðurland eystra,Konur,240
2000-04,Norðurland eystra,Konur,223
2000-05,Norðurland eystra,Konur,212
2000-06,Norðurland eystra,Konur,168
2000-07,Norðurland eystra,Konur,165
2000-08,Norðurland eystra,Konur,144
2000-09,Norðurland eystra,Konur,133
2000-10,Norðurland eystra,Konur,116
2000-11,Norðurland eystra,Konur,168
2000-12,Norðurland eystra,Konur,199
2001-01,Norðurland eystra,Konur,219
2001-02,Norðurland eystra,Konur,235
2001-03,Norðurland eystra,Konur,233
2001-04,Norðurland eystra,Konur,304
2001-05,Norðurland eystra,Konur,189
2001-06,Norðurland eystra,Konur,186
2001-07,Norðurland eystra,Konur,179
2001-08,Norðurland eystra,Konur,126
2001-09,Norðurland eystra,Konur,158
2001-10,Norðurland eystra,Konur,191
2001-11,Norðurland eystra,Konur,209
2001-12,Norðurland eystra,Konur,261
2002-01,Norðurland eystra,Konur,263
2002-02,Norðurland eystra,Konur,245
2002-03,Norðurland eystra,Konur,224
2002-04,Norðurland eystra,Konur,222
2002-05,Norðurland eystra,Konur,207
2002-06,Norðurland eystra,Konur,186
2002-07,Norðurland eystra,Konur,190
2002-08,Norðurland eystra,Konur,142
2002-09,Norðurland eystra,Konur,153
2002-10,Norðurland eystra,Konur,180
2002-11,Norðurland eystra,Konur,204
2002-12,Norðurland eystra,Konur,235
2003-01,Norðurland eystra,Konur,264
2003-02,Norðurland eystra,Konur,269
2003-03,Norðurland eystra,Konur,297
2003-04,Norðurland eystra,Konur,307
2003-05,Norðurland eystra,Konur,293
2003-06,Norðurland eystra,Konur,239
2003-07,Norðurland eystra,Konur,230
2003-08,Norðurland eystra,Konur,191
2003-09,Norðurland eystra,Konur,235
2003-10,Norðurland eystra,Konur,223
2003-11,Norðurland eystra,Konur,260
2003-12,Norðurland eystra,Konur,274
2004-01,Norðurland eystra,Konur,282
2004-02,Norðurland eystra,Konur,296
2004-03,Norðurland eystra,Konur,297
2004-04,Norðurland eystra,Konur,301
2004-05,Norðurland eystra,Konur,323
2004-06,Norðurland eystra,Konur,306
2004-07,Norðurland eystra,Konur,309
2004-08,Norðurland eystra,Konur,251
2004-09,Norðurland eystra,Konur,254
2004-10,Norðurland eystra,Konur,273
2004-11,Norðurland eystra,Konur,266
2004-12,Norðurland eystra,Konur,339
2005-01,Norðurland eystra,Konur,309
2005-02,Norðurland eystra,Konur,295
2005-03,Norðurland eystra,Konur,288
2005-04,Norðurland eystra,Konur,265
2005-05,Norðurland eystra,Konur,279
2005-06,Norðurland eystra,Konur,283
2005-07,Norðurland eystra,Konur,304
2005-08,Norðurland eystra,Konur,235
2005-09,Norðurland eystra,Konur,207
2005-10,Norðurland eystra,Konur,242
2005-11,Norðurland eystra,Konur,250
2005-12,Norðurland eystra,Konur,269
2006-01,Norðurland eystra,Konur,288
2006-02,Norðurland eystra,Konur,265
2006-03,Norðurland eystra,Konur,265
2006-04,Norðurland eystra,Konur,254
2006-05,Norðurland eystra,Konur,266
2006-06,Norðurland eystra,Konur,224
2006-07,Norðurland eystra,Konur,236
2006-08,Norðurland eystra,Konur,214
2006-09,Norðurland eystra,Konur,206
2006-10,Norðurland eystra,Konur,202
2006-11,Norðurland eystra,Konur,212
2006-12,Norðurland eystra,Konur,218
2007-01,Norðurland eystra,Konur,212
2007-02,Norðurland eystra,Konur,204
2007-03,Norðurland eystra,Konur,190
2007-04,Norðurland eystra,Konur,191
2007-05,Norðurland eystra,Konur,216
2007-06,Norðurland eystra,Konur,188
2007-07,Norðurland eystra,Konur,186
2007-08,Norðurland eystra,Konur,147
2007-09,Norðurland eystra,Konur,143
2007-10,Norðurland eystra,Konur,155
2007-11,Norðurland eystra,Konur,162
2007-12,Norðurland eystra,Konur,181
2008-01,Norðurland eystra,Konur,180
2008-02,Norðurland eystra,Konur,189
2008-03,Norðurland eystra,Konur,176
2008-04,Norðurland eystra,Konur,175
2008-05,Norðurland eystra,Konur,193
2008-06,Norðurland eystra,Konur,188
2008-07,Norðurland eystra,Konur,195
2008-08,Norðurland eystra,Konur,168
2008-09,Norðurland eystra,Konur,167
2008-10,Norðurland eystra,Konur,219
2008-11,Norðurland eystra,Konur,291
2008-12,Norðurland eystra,Konur,370
2009-01,Norðurland eystra,Konur,485
2009-02,Norðurland eystra,Konur,585
2009-03,Norðurland eystra,Konur,597
2009-04,Norðurland eystra,Konur,588
2009-05,Norðurland eystra,Konur,592
2009-06,Norðurland eystra,Konur,568
2009-07,Norðurland eystra,Konur,551
2009-08,Norðurland eystra,Konur,532
2009-09,Norðurland eystra,Konur,510
2009-10,Norðurland eystra,Konur,531
2009-11,Norðurland eystra,Konur,556
2009-12,Norðurland eystra,Konur,564
2010-01,Norðurland eystra,Konur,607
2010-02,Norðurland eystra,Konur,549
2010-03,Norðurland eystra,Konur,547
2010-04,Norðurland eystra,Konur,537
2010-05,Norðurland eystra,Konur,515
2010-06,Norðurland eystra,Konur,486
2010-07,Norðurland eystra,Konur,480
2010-08,Norðurland eystra,Konur,435
2010-09,Norðurland eystra,Konur,401
2010-10,Norðurland eystra,Konur,417
2010-11,Norðurland eystra,Konur,436
2010-12,Norðurland eystra,Konur,434
2011-01,Norðurland eystra,Konur,459
2011-02,Norðurland eystra,Konur,458
2011-03,Norðurland eystra,Konur,460
2011-04,Norðurland eystra,Konur,438
2011-05,Norðurland eystra,Konur,434
2011-06,Norðurland eystra,Konur,409
2011-07,Norðurland eystra,Konur,423
2011-08,Norðurland eystra,Konur,394
2011-09,Norðurland eystra,Konur,384
2011-10,Norðurland eystra,Konur,394
2011-11,Norðurland eystra,Konur,389
2011-12,Norðurland eystra,Konur,419
2012-01,Norðurland eystra,Konur,398
2012-02,Norðurland eystra,Konur,400
2012-03,Norðurland eystra,Konur,399
2012-04,Norðurland eystra,Konur,394
2012-05,Norðurland eystra,Konur,347
2012-06,Norðurland eystra,Konur,302
2012-07,Norðurland eystra,Konur,326
2012-08,Norðurland eystra,Konur,303
2012-09,Norðurland eystra,Konur,284
2012-10,Norðurland eystra,Konur,326
2012-11,Norðurland eystra,Konur,341
2012-12,Norðurland eystra,Konur,377
2013-01,Norðurland eystra,Konur,375
2013-02,Norðurland eystra,Konur,356
2013-03,Norðurland eystra,Konur,348
2013-04,Norðurland eystra,Konur,329
2013-05,Norðurland eystra,Konur,303
2013-06,Norðurland eystra,Konur,257
2013-07,Norðurland eystra,Konur,270
2013-08,Norðurland eystra,Konur,262
2013-09,Norðurland eystra,Konur,244
2013-10,Norðurland eystra,Konur,265
2013-11,Norðurland eystra,Konur,287
2013-12,Norðurland eystra,Konur,301
2014-01,Norðurland eystra,Konur,310
2014-02,Norðurland eystra,Konur,324
2014-03,Norðurland eystra,Konur,320
2014-04,Norðurland eystra,Konur,326
2014-05,Norðurland eystra,Konur,312
2014-06,Norðurland eystra,Konur,269
2014-07,Norðurland eystra,Konur,263
2014-08,Norðurland eystra,Konur,249
2014-09,Norðurland eystra,Konur,245
2014-10,Norðurland eystra,Konur,274
2014-11,Norðurland eystra,Konur,286
2014-12,Norðurland eystra,Konur,292
2015-01,Norðurland eystra,Konur,317
2015-02,Norðurland eystra,Konur,314
2015-03,Norðurland eystra,Konur,311
2015-04,Norðurland eystra,Konur,320
2015-05,Norðurland eystra,Konur,262
2015-06,Norðurland eystra,Konur,231
2015-07,Norðurland eystra,Konur,229
2015-08,Norðurland eystra,Konur,231
2015-09,Norðurland eystra,Konur,219
2015-10,Norðurland eystra,Konur,239
2015-11,Norðurland eystra,Konur,255
2015-12,Norðurland eystra,Konur,250
2016-01,Norðurland eystra,Konur,286
2016-02,Norðurland eystra,Konur,274
2016-03,Norðurland eystra,Konur,257
2016-04,Norðurland eystra,Konur,232
2016-05,Norðurland eystra,Konur,215
2016-06,Norðurland eystra,Konur,179
2016-07,Norðurland eystra,Konur,181
2016-08,Norðurland eystra,Konur,181
2016-09,Norðurland eystra,Konur,182
2016-10,Norðurland eystra,Konur,175
2016-11,Norðurland eystra,Konur,206
2016-12,Norðurland eystra,Konur,393
2017-01,Norðurland eystra,Konur,439
2017-02,Norðurland eystra,Konur,254
2017-03,Norðurland eystra,Konur,242
2017-04,Norðurland eystra,Konur,208
2017-05,Norðurland eystra,Konur,197
2017-06,Norðurland eystra,Konur,193
2017-07,Norðurland eystra,Konur,199
2017-08,Norðurland eystra,Konur,195
2017-09,Norðurland eystra,Konur,192
2017-10,Norðurland eystra,Konur,197
2017-11,Norðurland eystra,Konur,216
2017-12,Norðurland eystra,Konur,217
2018-01,Norðurland eystra,Konur,234
2018-02,Norðurland eystra,Konur,236
2018-03,Norðurland eystra,Konur,227
2018-04,Norðurland eystra,Konur,221
2018-05,Norðurland eystra,Konur,209
2018-06,Norðurland eystra,Konur,205
2018-07,Norðurland eystra,Konur,207
2018-08,Norðurland eystra,Konur,189
2018-09,Norðurland eystra,Konur,178
2018-10,Norðurland eystra,Konur,183
2018-11,Norðurland eystra,Konur,202
2018-12,Norðurland eystra,Konur,206
2019-01,Norðurland eystra,Konur,220
2019-02,Norðurland eystra,Konur,229
2019-03,Norðurland eystra,Konur,227
2019-04,Norðurland eystra,Konur,231
2019-05,Norðurland eystra,Konur,215
2019-06,Norðurland eystra,Konur,216
2019-07,Norðurland eystra,Konur,224
2019-08,Norðurland eystra,Konur,231
2019-09,Norðurland eystra,Konur,252
2019-10,Norðurland eystra,Konur,269
2019-11,Norðurland eystra,Konur,305
2019-12,Norðurland eystra,Konur,316
2020-01,Norðurland eystra,Konur,357
2020-02,Norðurland eystra,Konur,349
2020-03,Norðurland eystra,Konur,523
2020-04,Norðurland eystra,Konur,1649
2020-05,Norðurland eystra,Konur,995
2020-06,Norðurland eystra,Konur,620
2020-07,Norðurland eystra,Konur,499
2020-08,Norðurland eystra,Konur,521
2020-09,Norðurland eystra,Konur,541
2020-10,Norðurland eystra,Konur,661
2020-11,Norðurland eystra,Konur,791
2020-12,Norðurland eystra,Konur,785
2021-01,Norðurland eystra,Konur,772
2021-02,Norðurland eystra,Konur,715
2021-03,Norðurland eystra,Konur,679
2021-04,Norðurland eystra,Konur,660
2021-05,Norðurland eystra,Konur,566
2021-06,Norðurland eystra,Konur,376
2021-07,Norðurland eystra,Konur,332
2021-08,Norðurland eystra,Konur,307
2021-09,Norðurland eystra,Konur,291
2021-10,Norðurland eystra,Konur,284
2021-11,Norðurland eystra,Konur,309
2021-12,Norðurland eystra,Konur,333
2022-01,Norðurland eystra,Konur,347
2022-02,Norðurland eystra,Konur,325
2022-03,Norðurland eystra,Konur,298
2022-04,Norðurland eystra,Konur,267
2022-05,Norðurland eystra,Konur,223
2022-06,Norðurland eystra,Konur,191
2022-07,Norðurland eystra,Konur,203
2022-08,Norðurland eystra,Konur,188
2022-09,Norðurland eystra,Konur,203
2022-10,Norðurland eystra,Konur,224
2022-11,Norðurland eystra,Konur,238
2022-12,Norðurland eystra,Konur,253
2023-01,Norðurland eystra,Konur,257
2023-02,Norðurland eystra,Konur,243
2023-03,Norðurland eystra,Konur,225
2023-04,Norðurland eystra,Konur,206
2023-05,Norðurland eystra,Konur,186
2023-06,Norðurland eystra,Konur,175
2023-07,Norðurland eystra,Konur,167
2023-08,Norðurland eystra,Konur,144
2023-09,Norðurland eystra,Konur,146
2023-10,Norðurland eystra,Konur,166
2023-11,Norðurland eystra,Konur,198
2023-12,Norðurland eystra,Konur,202
2024-01,Norðurland eystra,Konur,221
2024-02,Norðurland eystra,Konur,212
2024-03,Norðurland eystra,Konur,195
2024-04,Norðurland eystra,Konur,182
2024-05,Norðurland eystra,Konur,159
2024-06,Norðurland eystra,Konur,150
2024-07,Norðurland eystra,Konur,154
2024-08,Norðurland eystra,Konur,143
2024-09,Norðurland eystra,Konur,167
2024-10,Norðurland eystra,Konur,186
2024-11,Norðurland eystra,Konur,204
2024-12,Norðurland eystra,Konur,214
2025-01,Norðurland eystra,Konur,248
2025-02,Norðurland eystra,Konur,247
2025-03,Norðurland eystra,Konur,215
2025-04,Norðurland eystra,Konur,195
2025-05,Norðurland eystra,Konur,173
2025-06,Norðurland eystra,Konur,163
2025-07,Norðurland eystra,Konur,162
2025-08,Norðurland eystra,Konur,147
2025-09,Norðurland eystra,Konur,167
2025-10,Norðurland eystra,Konur,191
2025-11,Norðurland eystra,Konur,219
2025-12,Norðurland eystra,Konur,251
2026-01,Norðurland eystra,Konur,254
2026-02,Norðurland eystra,Konur,242
2026-03,Norðurland eystra,Konur,233
2000-02,Austurland,Allir,121
2000-03,Austurland,Allir,164
2000-04,Austurland,Allir,128
2000-05,Austurland,Allir,85
2000-06,Austurland,Allir,74
2000-07,Austurland,Allir,51
2000-08,Austurland,Allir,56
2000-09,Austurland,Allir,51
2000-10,Austurland,Allir,57
2000-11,Austurland,Allir,108
2000-12,Austurland,Allir,203
2001-01,Austurland,Allir,131
2001-02,Austurland,Allir,164
2001-03,Austurland,Allir,154
2001-04,Austurland,Allir,384
2001-05,Austurland,Allir,110
2001-06,Austurland,Allir,84
2001-07,Austurland,Allir,71
2001-08,Austurland,Allir,80
2001-09,Austurland,Allir,73
2001-10,Austurland,Allir,96
2001-11,Austurland,Allir,128
2001-12,Austurland,Allir,199
2002-01,Austurland,Allir,196
2002-02,Austurland,Allir,178
2002-03,Austurland,Allir,181
2002-04,Austurland,Allir,160
2002-05,Austurland,Allir,156
2002-06,Austurland,Allir,121
2002-07,Austurland,Allir,115
2002-08,Austurland,Allir,133
2002-09,Austurland,Allir,113
2002-10,Austurland,Allir,154
2002-11,Austurland,Allir,211
2002-12,Austurland,Allir,253
2003-01,Austurland,Allir,253
2003-02,Austurland,Allir,260
2003-03,Austurland,Allir,235
2003-04,Austurland,Allir,208
2003-05,Austurland,Allir,181
2003-06,Austurland,Allir,128
2003-07,Austurland,Allir,106
2003-08,Austurland,Allir,109
2003-09,Austurland,Allir,96
2003-10,Austurland,Allir,135
2003-11,Austurland,Allir,149
2003-12,Austurland,Allir,187
2004-01,Austurland,Allir,162
2004-02,Austurland,Allir,147
2004-03,Austurland,Allir,146
2004-04,Austurland,Allir,137
2004-05,Austurland,Allir,110
2004-06,Austurland,Allir,96
2004-07,Austurland,Allir,100
2004-08,Austurland,Allir,89
2004-09,Austurland,Allir,76
2004-10,Austurland,Allir,98
2004-11,Austurland,Allir,97
2004-12,Austurland,Allir,125
2005-01,Austurland,Allir,127
2005-02,Austurland,Allir,124
2005-03,Austurland,Allir,121
2005-04,Austurland,Allir,107
2005-05,Austurland,Allir,69
2005-06,Austurland,Allir,52
2005-07,Austurland,Allir,60
2005-08,Austurland,Allir,46
2005-09,Austurland,Allir,59
2005-10,Austurland,Allir,54
2005-11,Austurland,Allir,63
2005-12,Austurland,Allir,83
2006-01,Austurland,Allir,83
2006-02,Austurland,Allir,85
2006-03,Austurland,Allir,75
2006-04,Austurland,Allir,76
2006-05,Austurland,Allir,47
2006-06,Austurland,Allir,31
2006-07,Austurland,Allir,25
2006-08,Austurland,Allir,29
2006-09,Austurland,Allir,27
2006-10,Austurland,Allir,42
2006-11,Austurland,Allir,52
2006-12,Austurland,Allir,58
2007-01,Austurland,Allir,53
2007-02,Austurland,Allir,44
2007-03,Austurland,Allir,40
2007-04,Austurland,Allir,37
2007-05,Austurland,Allir,34
2007-06,Austurland,Allir,20
2007-07,Austurland,Allir,24
2007-08,Austurland,Allir,26
2007-09,Austurland,Allir,32
2007-10,Austurland,Allir,42
2007-11,Austurland,Allir,45
2007-12,Austurland,Allir,52
2008-01,Austurland,Allir,88
2008-02,Austurland,Allir,84
2008-03,Austurland,Allir,71
2008-04,Austurland,Allir,65
2008-05,Austurland,Allir,53
2008-06,Austurland,Allir,32
2008-07,Austurland,Allir,39
2008-08,Austurland,Allir,35
2008-09,Austurland,Allir,36
2008-10,Austurland,Allir,71
2008-11,Austurland,Allir,174
2008-12,Austurland,Allir,246
2009-01,Austurland,Allir,378
2009-02,Austurland,Allir,417
2009-03,Austurland,Allir,478
2009-04,Austurland,Allir,408
2009-05,Austurland,Allir,312
2009-06,Austurland,Allir,217
2009-07,Austurland,Allir,188
2009-08,Austurland,Allir,194
2009-09,Austurland,Allir,229
2009-10,Austurland,Allir,270
2009-11,Austurland,Allir,343
2009-12,Austurland,Allir,369
2010-01,Austurland,Allir,441
2010-02,Austurland,Allir,437
2010-03,Austurland,Allir,453
2010-04,Austurland,Allir,396
2010-05,Austurland,Allir,323
2010-06,Austurland,Allir,258
2010-07,Austurland,Allir,251
2010-08,Austurland,Allir,250
2010-09,Austurland,Allir,277
2010-10,Austurland,Allir,306
2010-11,Austurland,Allir,386
2010-12,Austurland,Allir,428
2011-01,Austurland,Allir,421
2011-02,Austurland,Allir,461
2011-03,Austurland,Allir,435
2011-04,Austurland,Allir,399
2011-05,Austurland,Allir,337
2011-06,Austurland,Allir,264
2011-07,Austurland,Allir,247
2011-08,Austurland,Allir,250
2011-09,Austurland,Allir,257
2011-10,Austurland,Allir,292
2011-11,Austurland,Allir,334
2011-12,Austurland,Allir,355
2012-01,Austurland,Allir,341
2012-02,Austurland,Allir,336
2012-03,Austurland,Allir,320
2012-04,Austurland,Allir,307
2012-05,Austurland,Allir,234
2012-06,Austurland,Allir,205
2012-07,Austurland,Allir,177
2012-08,Austurland,Allir,173
2012-09,Austurland,Allir,203
2012-10,Austurland,Allir,227
2012-11,Austurland,Allir,227
2012-12,Austurland,Allir,242
2013-01,Austurland,Allir,254
2013-02,Austurland,Allir,233
2013-03,Austurland,Allir,231
2013-04,Austurland,Allir,221
2013-05,Austurland,Allir,200
2013-06,Austurland,Allir,159
